,name,nationality,team,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,position,age,born
540,Anthony Racioppi,ch SUI,ch Young Boys,5.0,147,211,69.7,4164,3131,21,21,100.0,74,76,97.4,51,110,46.4,0,0.0,0.0,0.0,0,5,0,0,0,GK,24,1998
541,Ivan Rakitić,hr CRO,es Sevilla,5.1,232,310,74.8,4404,1587,109,124,87.9,77,95,81.1,38,77,49.4,3,2.1,1.9,+0.9,17,32,8,2,33,MF,35,1988
542,Yaroslav Rakitskiy,ua UKR,ua Shakhtar,3.8,194,227,85.5,3938,1676,74,76,97.4,91,97,93.8,29,51,56.9,0,0.3,0.9,-0.3,2,11,1,0,7,DF,33,1989
543,André Ramalho,br BRA,nl PSV Eindhoven,4.7,258,293,88.1,4876,1609,91,99,91.9,135,141,95.7,26,40,65.0,0,0.1,0.0,-0.1,1,6,0,0,13,DF,31,1992
544,Gonçalo Ramos,pt POR,fr Paris S-G,2.4,58,67,86.6,859,198,34,40,85.0,19,21,90.5,3,3,100.0,0,0.4,0.1,-0.4,4,7,2,0,9,FW,22,2001
545,Sergio Ramos,es ESP,es Sevilla,5.0,269,317,84.9,5447,1785,91,105,86.7,140,155,90.3,33,46,71.7,1,0.2,0.4,+0.8,3,17,2,0,17,DF,37,1986
546,Aaron Ramsdale,eng ENG,eng Arsenal,1.0,32,38,84.2,671,423,13,13,100.0,16,16,100.0,3,9,33.3,0,0.0,0.0,0.0,0,2,0,0,0,GK,25,1998
547,Raphinha,br BRA,es Barcelona,5.2,134,185,72.4,2327,546,65,79,82.3,49,61,80.3,17,30,56.7,3,1.6,1.4,+1.4,10,5,6,2,10,FW,26,1996
548,Marcus Rashford,eng ENG,eng Manchester Utd,3.2,94,119,79.0,1296,382,53,63,84.1,29,34,85.3,4,9,44.4,2,1.2,1.2,+0.8,7,2,8,2,18,FW,25,1997
549,Giacomo Raspadori,it ITA,it Napoli,2.8,70,96,72.9,1185,295,35,41,85.4,27,31,87.1,6,16,37.5,0,0.6,0.6,-0.6,6,9,5,2,13,"FW,MF",23,2000
550,Petar Ratkov,rs SRB,at RB Salzburg,2.4,20,38,52.6,268,73,12,19,63.2,7,13,53.8,0,2,0.0,0,0.6,0.6,-0.6,4,2,2,1,3,FW,19,2003
551,David Raum,de GER,de RB Leipzig,7.0,318,422,75.4,5398,2361,159,176,90.3,115,144,79.9,37,77,48.1,3,3.2,2.6,-0.2,20,17,12,9,22,DF,25,1998
552,David Raya,es ESP,eng Arsenal,9.3,230,298,77.2,5555,4312,76,77,98.7,102,105,97.1,51,115,44.3,0,0.0,0.0,0.0,0,16,0,0,0,GK,27,1995
553,Sergio Reguilón,es ESP,eng Manchester Utd,1.7,74,96,77.1,1184,264,33,41,80.5,38,45,84.4,2,7,28.6,0,0.1,0.2,-0.1,1,6,1,1,6,DF,26,1996
554,Tijjani Reijnders,nl NED,it Milan,5.3,182,206,88.3,3056,934,83,89,93.3,81,93,87.1,14,18,77.8,0,0.2,0.5,-0.2,5,15,6,1,20,MF,25,1998
555,Álex Remiro,es ESP,es Real Sociedad,8.0,162,263,61.6,5624,4536,24,24,100.0,53,54,98.1,85,180,47.2,0,0.0,0.0,0.0,0,5,0,0,0,GK,28,1995
556,Marco Reus,de GER,de Dortmund,5.4,135,176,76.7,1974,591,76,94,80.9,42,47,89.4,8,21,38.1,1,0.6,0.6,+0.4,8,10,3,0,16,"MF,FW",34,1989
557,Gio Reyna,us USA,de Dortmund,0.2,8,10,80.0,113,46,5,5,100.0,2,3,66.7,1,1,100.0,0,0.0,0.1,0.0,0,2,1,0,2,"FW,MF",20,2002
558,Declan Rice,eng ENG,eng Arsenal,9.3,532,615,86.5,9098,2366,244,266,91.7,225,243,92.6,42,67,62.7,1,0.3,0.6,+0.7,7,54,4,0,69,MF,24,1999
559,Rodrigo Riquelme,es ESP,es Atlético Madrid,3.5,133,162,82.1,1805,400,92,102,90.2,31,38,81.6,6,10,60.0,0,0.7,0.9,-0.7,4,5,4,2,9,DF,23,2000
560,Dmytro Riznyk,ua UKR,ua Shakhtar,6.0,161,205,78.5,3837,2761,56,56,100.0,64,65,98.5,41,84,48.8,0,0.0,0.0,0.0,0,2,0,0,0,GK,24,1999
561,Sergi Roberto,es ESP,es Barcelona,2.3,121,139,87.1,1707,367,75,78,96.2,36,41,87.8,6,9,66.7,1,1.2,0.7,-0.2,4,9,3,0,14,MF,31,1992
562,Milan Rodić,rs SRB,rs Red Star,4.6,122,174,70.1,2267,1154,53,62,85.5,52,70,74.3,16,33,48.5,0,0.7,0.5,-0.7,3,8,4,3,11,DF,32,1991
563,Rodri,es ESP,eng Manchester City,7.7,851,932,91.3,15512,3987,351,380,92.4,406,434,93.5,84,99,84.8,2,1.0,1.6,+1.0,16,100,15,1,119,MF,27,1996
564,Rodrygo,br BRA,es Real Madrid,11.2,338,372,90.9,3945,854,236,248,95.2,70,77,90.9,7,13,53.8,2,2.1,1.8,-0.1,18,24,10,2,28,FW,22,2001
565,Alessio Romagnoli,it ITA,it Lazio,6.0,333,365,91.2,5646,2164,147,153,96.1,167,177,94.4,18,31,58.1,1,0.4,0.0,+0.6,2,11,1,0,14,DF,28,1995
566,Oriol Romeu,es ESP,es Barcelona,3.8,217,243,89.3,3678,834,104,112,92.9,94,105,89.5,15,18,83.3,0,0.5,0.3,-0.5,1,17,3,0,19,MF,31,1991
567,Jérôme Roussillon,fr FRA,de Union Berlin,2.9,86,110,78.2,1439,804,47,54,87.0,22,26,84.6,13,22,59.1,1,0.8,0.5,+0.2,5,9,7,5,9,DF,30,1993
568,Nicolò Rovella,it ITA,it Lazio,1.5,92,104,88.5,1466,290,49,52,94.2,33,36,91.7,8,12,66.7,0,0.0,0.0,0.0,1,9,0,0,7,MF,21,2001
569,Amir Rrahmani,xk KVX,it Napoli,6.1,389,440,88.4,7330,2639,152,167,91.0,190,209,90.9,43,53,81.1,0,0.1,0.1,-0.1,2,14,1,0,27,DF,29,1994
570,Donat Rrudhani,xk KVX,ch Young Boys,0.1,2,2,100.0,38,27,1,1,100.0,0,0,,1,1,100.0,0,0.1,0.1,-0.1,1,0,0,0,0,MF,24,1999
571,Antonio Rüdiger,de GER,es Real Madrid,11.6,591,657,90.0,10854,4124,237,249,95.2,297,311,95.5,54,90,60.0,2,1.2,0.9,+0.8,5,31,2,0,27,DF,30,1993
572,Mário Rui,pt POR,it Napoli,2.4,174,211,82.5,2722,948,95,101,94.1,66,79,83.5,10,21,47.6,0,0.0,0.2,0.0,2,14,4,0,20,DF,32,1991
573,Abel Ruiz,es ESP,pt Braga,2.4,50,57,87.7,703,91,30,33,90.9,14,15,93.3,4,4,100.0,0,0.1,0.1,-0.1,3,4,1,0,7,"FW,MF",23,2000
574,Fabián Ruiz Peña,es ESP,fr Paris S-G,6.9,379,424,89.4,6213,1553,182,198,91.9,162,171,94.7,25,34,73.5,2,0.6,1.2,+1.4,11,46,9,3,48,MF,27,1996
575,Julian Ryerson,no NOR,de Dortmund,10.0,445,532,83.6,6795,2278,245,268,91.4,174,198,87.9,17,31,54.8,0,0.2,0.3,-0.2,3,36,5,3,35,DF,25,1997
576,Frederik Rønnow,dk DEN,de Union Berlin,6.0,136,198,68.7,3881,3003,25,25,100.0,66,66,100.0,45,107,42.1,0,0.0,0.0,0.0,0,4,0,0,0,GK,30,1992
577,Serdar Saatçı,tr TUR,pt Braga,3.6,166,186,89.2,3028,973,58,61,95.1,99,105,94.3,8,16,50.0,0,0.0,0.0,0.0,0,5,0,0,2,DF,20,2003
578,Marcel Sabitzer,at AUT,de Dortmund,10.3,244,309,79.0,3725,995,129,155,83.2,78,96,81.3,19,32,59.4,5,1.5,1.4,+3.5,14,26,5,1,31,MF,29,1994
579,Umar Sadiq,ng NGA,es Real Sociedad,1.1,16,19,84.2,220,46,8,9,88.9,4,4,100.0,2,2,100.0,0,0.1,0.1,-0.1,2,1,0,0,0,FW,26,1997
580,Ismael Saibari,ma MAR,nl PSV Eindhoven,3.5,85,112,75.9,1337,411,50,61,82.0,28,38,73.7,5,6,83.3,0,0.4,0.5,-0.4,3,7,6,0,14,MF,22,2001
581,Wesley Saïd,fr FRA,fr Lens,0.6,10,17,58.8,129,36,3,5,60.0,3,6,50.0,1,1,100.0,0,0.1,0.0,-0.1,1,2,0,0,2,"FW,MF",28,1995
582,Bukayo Saka,eng ENG,eng Arsenal,8.0,210,276,76.1,2949,743,131,148,88.5,55,66,83.3,15,36,41.7,4,1.9,2.1,+2.1,17,8,9,0,22,FW,21,2001
583,Kike Salas,es ESP,es Sevilla,1.8,74,106,69.8,1207,409,37,46,80.4,35,44,79.5,1,12,8.3,0,0.0,0.0,0.0,1,4,1,0,5,DF,21,2002
584,William Saliba,fr FRA,eng Arsenal,10.0,700,784,89.3,11038,3687,352,376,93.6,312,341,91.5,22,42,52.4,0,0.0,0.1,0.0,0,33,1,0,31,DF,22,2001
585,Brice Samba,fr FRA,fr Lens,6.0,156,212,73.6,4891,3541,18,18,100.0,66,68,97.1,71,123,57.7,0,0.0,0.0,0.0,0,3,0,0,0,GK,29,1994
586,Alexis Sánchez,cl CHI,it Inter,3.7,72,105,68.6,1260,436,30,38,78.9,29,37,78.4,9,17,52.9,0,0.5,0.7,-0.5,10,10,4,2,14,FW,34,1988
587,Davinson Sánchez,co COL,tr Galatasaray,4.0,206,246,83.7,4034,1896,77,84,91.7,100,109,91.7,29,48,60.4,2,0.5,0.3,+1.5,4,17,1,0,27,DF,27,1996
588,Juanlu Sánchez,es ESP,es Sevilla,3.6,138,182,75.8,1981,685,75,83,90.4,54,73,74.0,3,13,23.1,1,0.3,0.3,+0.7,2,4,1,1,10,DF,19,2003
589,Jadon Sancho,eng ENG,de Dortmund,6.2,215,273,78.8,3050,847,129,151,85.4,68,85,80.0,9,13,69.2,0,0.8,1.1,-0.8,9,9,14,2,31,FW,23,2000
590,Leroy Sané,de GER,de Bayern Munich,10.2,270,340,79.4,3909,713,163,186,87.6,82,103,79.6,16,29,55.2,1,1.9,1.8,-0.9,17,8,15,1,30,FW,27,1996
591,Zaidu Sanusi,ng NGA,pt Porto,3.4,138,172,80.2,2174,719,68,76,89.5,56,68,82.4,8,15,53.3,0,0.2,0.5,-0.2,3,8,6,1,14,DF,26,1997
592,Bouna Sarr,sn SEN,de Bayern Munich,0.1,7,7,100.0,120,17,3,3,100.0,2,2,100.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0,DF,31,1992
593,Leo Sauer,sk SVK,nl Feyenoord,0.2,11,11,100.0,178,30,4,4,100.0,7,7,100.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,2,"MF,FW",17,2005
594,Stefan Savić,me MNE,es Atlético Madrid,4.6,257,289,88.9,4498,1843,108,111,97.3,128,135,94.8,18,35,51.4,0,0.0,0.0,0.0,1,15,0,0,15,DF,32,1991
595,Liam Scales,ie IRL,sct Celtic,6.0,519,583,89.0,10289,3166,155,167,92.8,306,331,92.4,56,77,72.7,0,0.1,0.2,-0.1,3,20,1,0,18,DF,24,1998
596,Fabian Schär,ch SUI,eng Newcastle Utd,6.0,247,285,86.7,5217,2146,74,80,92.5,138,145,95.2,33,56,58.9,0,0.0,0.1,0.0,0,20,2,0,21,DF,31,1991
597,Alexander Schlager,at AUT,at RB Salzburg,6.0,197,256,77.0,5607,3734,28,28,100.0,99,102,97.1,70,126,55.6,0,0.0,0.0,0.0,0,3,0,0,0,GK,27,1996
598,Xaver Schlager,at AUT,de RB Leipzig,6.9,294,350,84.0,4285,1254,180,194,92.8,98,115,85.2,11,19,57.9,2,0.8,0.3,+1.2,12,31,4,1,27,MF,25,1997
599,Nico Schlotterbeck,de GER,de Dortmund,10.8,568,672,84.5,11407,5157,212,225,94.2,282,310,91.0,73,123,59.3,2,0.7,0.5,+1.3,4,56,3,1,45,DF,23,1999
600,Jerdy Schouten,nl NED,nl PSV Eindhoven,6.9,332,367,90.5,5623,1931,147,158,93.0,136,145,93.8,32,37,86.5,0,0.3,0.3,-0.3,8,28,1,0,29,"MF,DF",26,1997
601,Nicolas Seiwald,at AUT,de RB Leipzig,3.0,60,79,75.9,953,265,36,37,97.3,20,24,83.3,4,11,36.4,0,0.0,0.0,0.0,2,5,0,0,4,MF,22,2001
602,Benjamin Šeško,si SVN,de RB Leipzig,4.5,63,88,71.6,766,144,40,56,71.4,12,18,66.7,3,4,75.0,0,0.1,0.1,-0.1,2,2,4,1,6,FW,20,2003
603,Luke Shaw,eng ENG,eng Manchester Utd,1.5,47,66,71.2,880,448,26,28,92.9,12,20,60.0,8,16,50.0,1,0.1,0.2,+0.9,2,6,2,1,6,DF,28,1995
604,Maryan Shved,ua UKR,ua Shakhtar,0.1,1,1,100.0,2,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,FW,26,1997
605,Danylo Sikan,ua UKR,ua Shakhtar,5.3,75,101,74.3,1045,161,46,52,88.5,23,31,74.2,1,4,25.0,0,0.2,0.1,-0.2,6,5,2,0,7,FW,22,2001
606,André Silva,pt POR,es Real Sociedad,1.0,20,27,74.1,266,22,9,10,90.0,9,11,81.8,0,1,0.0,0,0.2,0.0,-0.2,2,4,0,0,2,FW,27,1995
607,António Silva,pt POR,pt Benfica,3.1,111,125,88.8,1877,631,50,53,94.3,51,54,94.4,6,11,54.5,0,0.0,0.1,0.0,1,5,1,0,4,DF,19,2003
608,Bernardo Silva,pt POR,eng Manchester City,5.9,319,360,88.6,4787,896,182,198,91.9,116,131,88.5,15,19,78.9,0,1.7,2.3,-1.7,11,12,14,3,35,"FW,MF",28,1994
609,Rafa Silva,pt POR,pt Benfica,5.6,141,179,78.8,1827,369,91,107,85.0,33,46,71.7,6,7,85.7,0,0.4,0.6,-0.4,6,9,6,0,18,"MF,FW",30,1993
610,Mohamed Simakan,fr FRA,de RB Leipzig,6.6,262,321,81.6,4632,1538,112,131,85.5,119,138,86.2,24,42,57.1,0,0.0,0.1,0.0,0,10,5,1,17,DF,23,2000
611,Giovanni Simeone,ar ARG,it Napoli,1.1,17,26,65.4,260,12,9,14,64.3,5,9,55.6,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,1,FW,28,1995
612,Roko Simic,hr CRO,at RB Salzburg,3.8,33,54,61.1,373,85,22,31,71.0,7,13,53.8,0,0,,1,1.0,0.6,0.0,4,1,2,0,4,FW,19,2003
613,Xavi Simons,nl NED,de RB Leipzig,6.6,232,299,77.6,3546,928,128,153,83.7,69,87,79.3,20,30,66.7,2,1.5,1.3,+0.5,19,22,13,1,31,"MF,FW",20,2003
614,Leo Skiri Østigård,no NOR,it Napoli,2.1,78,93,83.9,1599,665,24,27,88.9,43,49,87.8,11,15,73.3,0,0.1,0.0,-0.1,2,4,0,0,6,DF,23,1999
615,Milan Škriniar,sk SVK,fr Paris S-G,6.0,467,499,93.6,9469,2897,118,130,90.8,290,299,97.0,52,62,83.9,0,0.1,0.1,-0.1,2,28,1,0,29,DF,28,1995
616,Emile Smith Rowe,eng ENG,eng Arsenal,0.5,34,39,87.2,461,95,20,22,90.9,10,12,83.3,1,1,100.0,0,0.1,0.1,-0.1,2,4,2,0,5,MF,23,2000
617,Cédric Soares,pt POR,eng Arsenal,0.7,26,36,72.2,437,166,12,15,80.0,13,16,81.3,1,4,25.0,0,0.1,0.1,-0.1,1,1,1,1,1,DF,31,1991
618,Carlos Soler,es ESP,fr Paris S-G,0.1,2,2,100.0,23,8,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,"MF,FW",26,1997
619,Oumar Solet,fr FRA,at RB Salzburg,1.7,96,112,85.7,2001,791,31,34,91.2,45,51,88.2,17,22,77.3,0,0.0,0.0,0.0,0,5,1,0,10,DF,23,2000
620,Yann Sommer,ch SUI,it Inter,7.3,270,320,84.4,5769,3367,78,79,98.7,154,156,98.7,37,84,44.0,0,0.0,0.0,0.0,0,1,0,0,0,GK,34,1988
621,Florian Sotoca,fr FRA,fr Lens,5.2,132,208,63.5,2159,676,73,102,71.6,39,61,63.9,13,23,56.5,1,0.9,0.8,+0.1,5,22,5,0,27,MF,32,1990
622,Boubakary Soumaré,fr FRA,es Sevilla,2.4,142,153,92.8,2353,602,69,74,93.2,58,62,93.5,12,14,85.7,0,0.0,0.2,0.0,0,12,2,0,12,MF,24,1999
623,Djibril Sow,ch SUI,es Sevilla,4.1,120,141,85.1,2030,325,52,60,86.7,55,60,91.7,10,12,83.3,0,0.0,0.1,0.0,0,11,0,0,12,MF,26,1997
624,Çağlar Söyüncü,tr TUR,es Atlético Madrid,0.7,52,55,94.5,887,285,23,23,100.0,26,26,100.0,3,5,60.0,0,0.1,0.0,-0.1,1,1,0,0,0,DF,27,1996
625,Uroš Spajić,rs SRB,rs Red Star,0.7,12,14,85.7,233,39,2,2,100.0,10,10,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,DF,30,1993
626,Marco Sportiello,it ITA,it Milan,0.1,6,7,85.7,210,191,0,0,,4,4,100.0,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,0,GK,31,1992
627,Marko Stamenic,nz NZL,rs Red Star,3.3,58,80,72.5,986,337,30,35,85.7,18,27,66.7,9,13,69.2,0,0.0,0.0,0.0,0,9,0,0,8,MF,21,2002
628,Orri Steinn Óskarsson,is ISL,dk FC Copenhagen,1.6,21,33,63.6,176,25,15,20,75.0,1,5,20.0,0,0,,1,0.5,0.1,+0.5,1,1,0,0,2,FW,18,2004
629,Calvin Stengs,nl NED,nl Feyenoord,5.2,183,260,70.4,3165,1018,93,110,84.5,60,86,69.8,23,41,56.1,1,1.7,1.9,-0.7,17,20,17,1,46,"FW,MF",24,1998
630,Taras Stepanenko,ua UKR,ua Shakhtar,5.5,194,233,83.3,2812,834,123,129,95.3,61,69,88.4,7,19,36.8,1,0.1,0.1,+0.9,2,15,2,0,18,MF,33,1989
631,John Stones,eng ENG,eng Manchester City,3.8,292,307,95.1,4649,1317,139,146,95.2,134,136,98.5,16,18,88.9,1,0.1,0.1,+0.9,1,24,0,0,23,"DF,MF",29,1994
632,Luka Sučić,hr CRO,at RB Salzburg,4.4,127,175,72.6,2150,832,65,78,83.3,44,54,81.5,14,30,46.7,0,0.5,0.7,-0.5,6,22,7,0,27,"FW,MF",20,2002
633,Heorhiy Sudakov,ua UKR,ua Shakhtar,6.0,232,295,78.6,4018,1212,118,132,89.4,76,97,78.4,29,45,64.4,0,0.4,0.4,-0.4,10,32,6,0,33,MF,20,2002
634,Niklas Süle,de GER,de Dortmund,4.4,136,166,81.9,2533,968,57,62,91.9,63,75,84.0,16,21,76.2,0,0.1,0.2,-0.1,2,9,4,2,17,DF,27,1995
635,Suso,es ESP,es Sevilla,0.9,24,28,85.7,362,107,14,14,100.0,8,12,66.7,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,1,MF,29,1993
636,Mahamadou Susoho,es ESP,eng Manchester City,0.2,14,15,93.3,178,34,10,11,90.9,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,1,MF,18,2005
637,Christian Sørensen,dk DEN,dk FC Copenhagen,0.5,43,58,74.1,666,270,23,28,82.1,16,20,80.0,3,7,42.9,0,0.1,0.2,-0.1,1,6,4,2,6,DF,30,1992
638,Mehdi Taremi,ir IRN,pt Porto,6.1,105,144,72.9,1492,414,68,88,77.3,25,33,75.8,6,9,66.7,2,1.0,1.0,+1.0,8,13,4,0,13,FW,31,1992
639,Matt Targett,eng ENG,eng Newcastle Utd,0.2,25,30,83.3,369,160,13,16,81.3,11,11,100.0,0,0,,0,0.1,0.1,-0.1,1,2,1,0,5,DF,27,1995
640,Greg Taylor,sct SCO,sct Celtic,6.0,397,467,85.0,6244,2565,213,231,92.2,161,182,88.5,21,39,53.8,0,0.2,0.6,-0.2,3,33,7,2,50,DF,25,1997
641,Aurélien Tchouaméni,fr FRA,es Real Madrid,6.7,384,417,92.1,6625,2059,159,165,96.4,195,212,92.0,21,29,72.4,0,0.1,0.2,-0.1,4,43,2,1,35,"MF,DF",23,2000
642,Mathys Tel,fr FRA,de Bayern Munich,1.6,55,69,79.7,1023,245,19,24,79.2,29,33,87.9,6,8,75.0,1,0.9,1.1,+0.1,4,6,2,1,7,"FW,MF",18,2005
643,Casper Tengstedt,dk DEN,pt Benfica,1.5,14,24,58.3,237,61,8,12,66.7,4,7,57.1,2,2,100.0,1,0.4,0.1,+0.6,2,1,2,0,5,FW,23,2000
644,Marc-André ter Stegen,de GER,es Barcelona,8.0,236,292,80.8,6379,4469,28,28,100.0,127,128,99.2,80,135,59.3,0,0.0,0.0,0.0,0,4,0,0,2,GK,31,1992
645,Aleksa Terzić,rs SRB,at RB Salzburg,2.0,62,100,62.0,1029,565,32,40,80.0,21,34,61.8,6,17,35.3,0,0.1,0.3,-0.1,4,2,6,5,2,DF,23,1999
646,Tetê,br BRA,tr Galatasaray,2.5,73,118,61.9,1193,243,39,48,81.3,28,45,62.2,6,14,42.9,0,0.1,0.2,-0.1,3,5,3,2,10,FW,23,2000
647,Jordan Teze,nl NED,nl PSV Eindhoven,8.0,376,460,81.7,6541,2105,176,186,94.6,161,198,81.3,35,56,62.5,0,0.9,1.2,-0.9,13,47,8,4,52,DF,23,1999
648,Odin Thiago Holm,no NOR,sct Celtic,0.6,11,13,84.6,144,35,8,10,80.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,MF,20,2003
649,Malick Thiaw,de GER,it Milan,4.1,146,162,90.1,3069,1081,42,45,93.3,79,83,95.2,24,32,75.0,0,0.0,0.0,0.0,0,13,1,0,17,DF,21,2001
650,Adrien Thomasson,fr FRA,fr Lens,2.5,79,109,72.5,1283,333,43,52,82.7,28,35,80.0,6,13,46.2,0,0.3,0.3,-0.3,4,9,1,0,10,MF,29,1993
651,Marcus Thuram,fr FRA,it Inter,5.1,71,101,70.3,818,238,47,65,72.3,18,24,75.0,2,3,66.7,0,1.0,0.7,-1.0,9,2,3,0,12,FW,25,1997
652,Kieran Tierney,sct SCO,es Real Sociedad,0.7,25,34,73.5,485,216,8,8,100.0,15,20,75.0,2,6,33.3,0,0.1,0.0,-0.1,1,3,1,0,5,DF,26,1997
653,Guus Til,nl NED,nl PSV Eindhoven,2.0,31,41,75.6,406,130,18,19,94.7,9,12,75.0,1,3,33.3,0,0.1,0.1,-0.1,2,2,1,0,6,MF,25,1997
654,Malik Tillman,us USA,nl PSV Eindhoven,5.6,132,173,76.3,1917,444,78,92,84.8,43,53,81.1,6,14,42.9,1,0.5,0.9,+0.5,8,14,6,0,23,MF,21,2002
655,Quinten Timber,nl NED,nl Feyenoord,5.1,117,147,79.6,1783,495,55,65,84.6,47,52,90.4,8,11,72.7,1,1.0,0.6,0.0,6,10,8,0,23,MF,22,2001
656,Takehiro Tomiyasu,jp JPN,eng Arsenal,4.3,203,245,82.9,3028,1043,113,127,89.0,72,89,80.9,11,18,61.1,2,0.6,0.6,+1.4,6,30,2,1,28,DF,24,1998
657,Fikayo Tomori,eng ENG,it Milan,6.0,230,260,88.5,4351,1876,72,76,94.7,137,144,95.1,16,29,55.2,0,0.0,0.0,0.0,1,15,0,0,20,DF,25,1997
658,Sandro Tonali,it ITA,eng Newcastle Utd,1.8,27,46,58.7,424,173,13,20,65.0,8,15,53.3,3,7,42.9,0,0.0,0.0,0.0,1,2,1,0,6,MF,23,2000
659,Lucas Torreira,uy URU,tr Galatasaray,5.5,274,315,87.0,4459,1467,127,141,90.1,119,131,90.8,18,24,75.0,0,0.5,0.8,-0.5,5,26,5,1,32,MF,27,1996
660,Ferrán Torres,es ESP,es Barcelona,4.2,116,159,73.0,2044,442,53,68,77.9,47,60,78.3,12,19,63.2,1,0.5,0.3,+0.5,7,7,9,2,20,FW,23,2000
661,Óliver Torres,es ESP,es Sevilla,1.1,47,66,71.2,656,118,25,30,83.3,22,32,68.8,0,3,0.0,0,0.1,0.1,-0.1,2,5,0,0,6,"FW,MF",28,1994
662,Lucas Tousart,fr FRA,de Union Berlin,2.6,41,66,62.1,626,150,22,27,81.5,17,25,68.0,1,5,20.0,1,0.3,0.0,+0.7,2,2,0,0,6,MF,26,1997
663,Chaka Traorè,ci CIV,it Milan,0.2,6,7,85.7,87,18,5,5,100.0,0,0,,1,1,100.0,0,0.1,0.0,-0.1,1,0,0,0,0,MF,18,2004
664,Hamari Traoré,ml MLI,es Real Sociedad,5.9,291,361,80.6,5327,1913,114,134,85.1,143,167,85.6,29,47,61.7,0,0.2,0.2,-0.2,6,31,3,1,32,DF,31,1992
665,Gernot Trauner,at AUT,nl Feyenoord,3.1,287,304,94.4,4985,2062,119,121,98.3,148,151,98.0,17,25,68.0,0,0.2,0.1,-0.2,3,7,1,0,16,DF,31,1992
666,Christopher Trimmel,at AUT,de Union Berlin,1.4,48,69,69.6,859,399,24,27,88.9,17,19,89.5,6,18,33.3,0,0.1,0.1,-0.1,2,7,2,1,8,"FW,DF",36,1987
667,Kieran Trippier,eng ENG,eng Newcastle Utd,5.7,306,399,76.7,5982,2375,123,142,86.6,133,152,87.5,50,93,53.8,1,0.6,1.4,+0.4,8,27,13,1,42,DF,32,1990
668,Leandro Trossard,be BEL,eng Arsenal,5.9,121,160,75.6,1979,529,59,68,86.8,42,48,87.5,14,22,63.6,1,0.8,0.8,+0.2,10,8,8,3,18,FW,28,1994
669,Anatolii Trubin,ua UKR,pt Benfica,6.0,155,195,79.5,3850,2729,42,42,100.0,74,78,94.9,38,74,51.4,0,0.0,0.0,0.0,0,2,0,0,0,GK,21,2001
670,David Turnbull,sct SCO,sct Celtic,0.4,6,9,66.7,74,0,2,5,40.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,"MF,FW",24,1999
671,Beñat Turrientes,es ESP,es Real Sociedad,2.1,73,94,77.7,1107,213,39,45,86.7,23,28,82.1,6,8,75.0,0,0.2,0.2,-0.2,4,9,2,0,7,MF,21,2002
672,Ayase Ueda,jp JPN,nl Feyenoord,1.7,19,28,67.9,247,46,10,15,66.7,7,9,77.8,0,0,,0,0.0,0.2,0.0,1,2,0,0,2,FW,24,1998
673,Manuel Ugarte Ribeiro,uy URU,fr Paris S-G,4.3,230,253,90.9,4418,778,67,73,91.8,136,141,96.5,20,29,69.0,0,0.0,0.1,0.0,0,21,0,0,14,MF,22,2001
674,Filip Ugrinic,ch SUI,ch Young Boys,5.7,178,206,86.4,2791,747,100,108,92.6,55,61,90.2,15,23,65.2,1,0.6,0.5,+0.4,9,12,0,0,15,MF,24,1999
675,Andreas Ulmer,at AUT,at RB Salzburg,2.4,76,98,77.6,1302,406,32,38,84.2,38,45,84.4,4,10,40.0,0,0.2,0.2,-0.2,3,5,3,2,4,DF,37,1985
676,Sven Ulreich,de GER,de Bayern Munich,3.0,109,137,79.6,2529,1598,30,30,100.0,54,54,100.0,25,53,47.2,0,0.0,0.0,0.0,0,4,0,0,0,GK,34,1988
677,Dayot Upamecano,fr FRA,de Bayern Munich,5.5,505,542,93.2,10530,3331,120,130,92.3,327,334,97.9,57,71,80.3,0,0.0,0.1,0.0,1,55,1,0,41,DF,24,1998
678,Anthony Valencia,ec ECU,be Antwerp,0.4,9,13,69.2,162,16,6,6,100.0,1,5,20.0,2,2,100.0,0,0.0,0.0,0.0,0,3,0,0,0,"MF,FW",20,2003
679,Federico Valverde,uy URU,es Real Madrid,11.9,552,622,88.7,8620,2280,318,337,94.4,177,194,91.2,42,58,72.4,0,0.3,0.8,-0.3,7,55,10,0,66,"MF,FW",25,1998
