,name,nationality,team,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,position,age,born
561,Jeremy Toljan,de GER,Sassuolo,23.1,775,1007,77.0,12656,5032,396,432,91.7,300,378,79.4,58,140,41.4,5,1.6,2.0,+3.4,18,52,20,7,79,DF,29-299,1994
562,Rafael Tolói,it ITA,Atalanta,9.9,399,488,81.8,7037,2606,175,190,92.1,189,217,87.1,29,66,43.9,0,0.1,0.2,-0.1,2,44,4,1,47,DF,33-236,1990
563,Fikayo Tomori,eng ENG,Milan,23.6,1541,1691,91.1,27326,9784,613,655,93.6,816,862,94.7,101,147,68.7,0,0.2,0.2,-0.2,4,39,1,1,63,DF,26-166,1997
564,Ahmed Touba,dz ALG,Lecce,3.1,115,137,83.9,2095,472,38,42,90.5,64,76,84.2,11,14,78.6,0,0.0,0.0,0.0,0,4,0,0,2,DF,26-082,1998
565,Chaka Traorè,ci CIV,Milan,0.2,9,11,81.8,121,19,5,5,100.0,4,5,80.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,FW,19-162,2004
566,Stefano Turati,it ITA,Frosinone,30.5,775,1065,72.8,17065,12766,240,240,100.0,391,400,97.8,140,419,33.4,0,0.0,0.0,0.0,0,6,0,0,0,GK,22-271,2001
567,Kacper Urbanski,pl POL,Bologna,10.3,313,387,80.9,4813,1017,171,193,88.6,103,125,82.4,22,33,66.7,1,0.8,0.8,+0.2,16,25,8,2,31,"MF,FW",19-269,2004
568,Emanuele Valeri,it ITA,Frosinone,13.1,341,560,60.9,5852,2970,165,199,82.9,122,198,61.6,40,117,34.2,1,2.4,1.6,-1.4,23,32,13,9,41,DF,25-178,1998
569,Johan Vásquez,mx MEX,Genoa,31.7,1069,1394,76.7,19696,6461,415,465,89.2,532,640,83.1,108,223,48.4,1,0.8,1.1,+0.2,11,61,8,4,81,DF,25-224,1998
570,Matías Vecino,uy URU,Lazio,12.8,621,750,82.8,9893,2963,322,366,88.0,252,287,87.8,36,61,59.0,1,0.4,1.2,+0.6,7,68,10,0,74,MF,32-283,1991
571,Lorenzo Venuti,it ITA,Lecce,4.0,174,219,79.5,3279,1045,72,78,92.3,77,91,84.6,24,43,55.8,0,0.3,0.3,-0.3,4,17,2,2,16,DF,29-051,1995
572,Simone Verdi,it ITA,Torino,0.0,1,1,100.0,7,5,1,1,100.0,0,0,,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0,FW,31-326,1992
573,Emanuel Vignato,it ITA,Salernitana,3.5,90,120,75.0,1419,407,48,57,84.2,29,39,74.4,7,10,70.0,1,0.3,0.1,+0.7,5,11,0,0,11,"MF,FW",23-283,2000
574,Samuele Vignato,it ITA,Monza,3.8,107,128,83.6,1743,428,61,68,89.7,34,40,85.0,11,15,73.3,0,0.2,0.2,-0.2,4,9,2,0,13,"MF,FW",20-099,2004
575,Matías Viña,uy URU,Sassuolo,11.3,390,528,73.9,6507,2891,196,223,87.9,156,204,76.5,30,75,40.0,3,1.4,0.7,+1.6,16,45,10,4,46,DF,26-206,1997
576,Rúben Vinagre,pt POR,Hellas Verona,3.1,86,127,67.7,1507,418,41,52,78.8,33,39,84.6,10,29,34.5,0,0.3,0.3,-0.3,5,5,6,5,8,"DF,FW",25-054,1999
577,Nicolas Viola,it ITA,Cagliari,13.4,358,565,63.4,6767,2560,169,217,77.9,102,150,68.0,68,151,45.0,2,3.9,3.2,-1.9,33,34,15,6,57,"MF,FW",34-234,1989
578,Mattia Viti,it ITA,Sassuolo,10.9,406,486,83.5,7156,2346,158,181,87.3,208,232,89.7,30,57,52.6,0,0.0,0.1,0.0,1,27,0,0,36,DF,22-130,2002
579,Vitinha,pt POR,Genoa,3.2,34,60,56.7,531,119,17,24,70.8,13,22,59.1,2,6,33.3,0,0.1,0.2,-0.1,2,2,1,1,4,"FW,MF",24-079,2000
580,Dušan Vlahović,rs SRB,Juventus,25.6,380,542,70.1,5845,888,192,253,75.9,150,188,79.8,18,34,52.9,4,2.3,1.6,+1.7,29,21,14,1,46,FW,24-126,2000
581,Nikola Vlašić,hr CRO,Torino,29.0,806,998,80.8,11878,3431,442,509,86.8,291,348,83.6,37,61,60.7,2,2.9,3.6,-0.9,35,96,31,9,150,"MF,FW",26-242,1997
582,Alessandro Vogliacco,it ITA,Genoa,13.0,494,626,78.9,9349,3512,186,204,91.2,235,272,86.4,59,120,49.2,1,0.5,0.5,+0.5,13,41,12,7,49,DF,25-262,1998
583,Mërgim Vojvoda,xk KVX,Torino,15.3,762,964,79.0,13248,4831,328,370,88.6,342,416,82.2,67,130,51.5,3,1.4,1.5,+1.6,18,54,30,5,91,DF,29-122,1995
584,Cristian Volpato,it ITA,Sassuolo,7.2,195,301,64.8,3460,1260,86,110,78.2,78,114,68.4,21,51,41.2,0,1.4,1.4,-1.4,16,16,16,4,53,"MF,FW",20-200,2003
585,Stefan de Vrij,nl NED,Inter,17.6,932,1010,92.3,16414,5395,350,370,94.6,524,554,94.6,46,64,71.9,0,0.3,0.4,-0.3,2,34,4,0,43,DF,32-118,1992
586,Walace,br BRA,Udinese,36.0,1146,1437,79.7,21020,7147,480,555,86.5,523,604,86.6,125,226,55.3,0,1.1,0.8,-1.1,21,143,7,1,127,MF,29-059,1995
587,Sebastian Walukiewicz,pl POL,Empoli,22.8,842,1018,82.7,17714,6732,214,252,84.9,509,567,89.8,115,185,62.2,0,0.1,0.2,-0.1,3,50,2,0,45,DF,24-058,2000
588,Timothy Weah,us USA,Juventus,14.0,476,597,79.7,7512,1758,251,282,89.0,194,225,86.2,27,49,55.1,1,1.1,1.1,-0.1,13,36,13,4,48,"DF,FW",24-101,2000
589,Shon Weissman,il ISR,Salernitana,5.5,49,67,73.1,650,61,31,40,77.5,9,13,69.2,4,5,80.0,0,0.1,0.1,-0.1,2,2,0,0,4,"FW,DF",28-109,1996
590,Mateusz Wieteska,pl POL,Cagliari,10.7,374,462,81.0,7391,3331,121,134,90.3,214,241,88.8,38,78,48.7,1,0.6,0.3,+0.4,5,28,5,1,33,DF,27-112,1997
591,Kenan Yıldız,tr TUR,Juventus,10.6,284,349,81.4,3984,1191,183,203,90.1,78,104,75.0,14,26,53.8,0,1.1,1.6,-1.1,18,21,13,2,40,"FW,DF",19-029,2005
592,Mattia Zaccagni,it ITA,Lazio,21.7,711,899,79.1,10281,2132,428,471,90.9,208,266,78.2,43,84,51.2,1,2.9,3.3,-1.9,29,36,26,5,55,"FW,MF",28-352,1995
593,Nicola Zalewski,pl POL,Roma,10.8,358,471,76.0,6112,1493,175,186,94.1,139,187,74.3,38,62,61.3,1,1.6,1.5,-0.6,17,19,21,6,33,"DF,FW",22-131,2002
594,Andre-Frank Zambo Anguissa,cm CMR,Napoli,31.0,1604,1839,87.2,22930,5591,950,1042,91.2,515,579,88.9,71,99,71.7,2,3.0,3.0,-1.0,38,147,28,6,163,MF,28-199,1995
595,Alessandro Zanoli,it ITA,Salernitana,10.2,322,434,74.2,4696,1828,188,210,89.5,101,141,71.6,18,46,39.1,2,1.8,0.9,+0.2,12,20,7,2,28,DF,23-243,2000
596,Alessandro Zanoli,it ITA,Napoli,0.6,33,40,82.5,527,111,14,16,87.5,15,19,78.9,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,4,"DF,FW",23-243,2000
597,Duván Zapata,co COL,Torino,32.0,492,752,65.4,7145,1154,289,393,73.5,139,212,65.6,32,57,56.1,4,3.0,1.5,+1.0,27,31,13,0,52,FW,33-062,1991
598,Duván Zapata,co COL,Atalanta,1.2,36,50,72.0,393,32,26,29,89.7,7,12,58.3,0,1,0.0,0,0.1,0.1,-0.1,2,0,1,0,3,FW,33-062,1991
599,Gabriele Zappa,it ITA,Cagliari,28.5,1024,1397,73.3,17247,8288,513,586,87.5,394,508,77.6,94,220,42.7,3,3.3,2.2,-0.3,24,83,28,19,99,DF,24-163,1999
600,Davide Zappacosta,it ITA,Atalanta,20.7,881,1049,84.0,13132,4003,526,576,91.3,288,341,84.5,50,77,64.9,1,1.4,1.7,-0.4,17,46,29,14,78,DF,31-357,1992
601,Oier Zarraga,es ESP,Udinese,4.5,92,114,80.7,1474,488,54,58,93.1,31,39,79.5,7,14,50.0,0,0.0,0.1,0.0,2,9,1,0,8,MF,25-150,1999
602,Jordan Zemura,zw ZIM,Udinese,11.5,242,346,69.9,3499,1539,154,178,86.5,69,109,63.3,11,33,33.3,0,0.4,0.3,-0.4,8,23,7,3,32,DF,24-201,1999
603,Alessio Zerbin,it ITA,Monza,7.6,218,282,77.3,4240,1162,83,94,88.3,103,121,85.1,30,52,57.7,1,0.8,1.0,+0.2,12,15,12,9,20,"DF,FW",25-091,1999
604,Alessio Zerbin,it ITA,Napoli,1.7,56,71,78.9,779,133,30,36,83.3,18,21,85.7,2,4,50.0,0,0.6,0.5,-0.6,4,1,2,2,3,"FW,DF",25-091,1999
605,Kevin Zeroli,it ITA,Milan,0.3,2,6,33.3,52,23,0,1,0.0,1,3,33.3,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,MF,19-143,2005
606,Piotr Zieliński,pl POL,Napoli,21.4,1037,1255,82.6,15627,5245,585,626,93.5,326,394,82.7,78,155,50.3,2,3.4,3.2,-1.4,48,129,35,2,131,MF,30-013,1994
607,David Zima,cz CZE,Torino,1.0,36,43,83.7,679,120,10,11,90.9,23,26,88.5,2,5,40.0,0,0.0,0.0,0.0,0,0,0,0,1,DF,23-207,2000
608,Joshua Zirkzee,nl NED,Bologna,30.7,710,917,77.4,9106,1752,446,539,82.7,166,213,77.9,32,46,69.6,4,5.2,2.5,-1.2,43,40,28,0,86,FW,23-011,2001
609,Nadir Zortea,it ITA,Frosinone,14.0,418,572,73.1,6726,2688,227,264,86.0,141,189,74.6,37,74,50.0,5,2.8,2.2,+2.2,21,24,27,18,42,DF,24-349,1999
610,Nadir Zortea,it ITA,Atalanta,1.7,69,92,75.0,1150,484,35,39,89.7,25,30,83.3,8,14,57.1,0,0.3,0.2,-0.3,3,5,2,2,10,DF,24-349,1999
611,Szymon Żurkowski,pl POL,Empoli,9.6,193,245,78.8,2886,649,107,129,82.9,74,91,81.3,7,12,58.3,0,0.1,0.2,-0.1,4,19,5,1,20,MF,26-251,1997
612,Milan Đurić,ba BIH,Hellas Verona,13.4,181,334,54.2,2116,392,130,213,61.0,32,69,46.4,5,12,41.7,1,1.2,0.5,-0.2,16,18,3,0,15,FW,34-011,1990
613,Milan Đurić,ba BIH,Monza,14.0,140,272,51.5,1700,251,93,156,59.6,35,86,40.7,0,3,0.0,1,0.7,0.2,+0.3,5,3,2,0,8,FW,34-011,1990
614,Mateusz Łęgowski,pl POL,Salernitana,12.7,292,378,77.2,4268,1261,169,196,86.2,95,120,79.2,16,31,51.6,0,0.2,0.4,-0.2,7,30,5,1,37,MF,21-125,2003
