,name,nationality,team,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,position,age,born
422,Simone Pafundi,it ITA,Udinese,0.1,5,6,83.3,67,18,1,1,100.0,3,3,100.0,0,1,0.0,0,0.0,0.1,0.0,0,0,1,0,1,MF,18-109,2006
423,Riccardo Pagano,it ITA,Roma,0.6,20,23,87.0,363,90,9,10,90.0,8,9,88.9,3,4,75.0,0,0.0,0.0,0.0,1,5,0,0,3,"MF,DF",19-187,2004
424,Christos Papadopoulos,gr GRE,Genoa,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,FW,19-214,2004
425,Leandro Paredes,ar ARG,Roma,29.3,1880,2129,88.3,35052,11864,748,791,94.6,885,956,92.6,224,330,67.9,5,2.3,2.5,+2.7,27,219,16,2,214,MF,29-339,1994
426,Fabiano Parisi,it ITA,Fiorentina,16.2,830,1001,82.9,14051,4372,411,453,90.7,344,404,85.1,65,99,65.7,1,2.4,1.3,-1.4,16,56,20,5,78,DF,23-206,2000
427,Mario Pašalić,hr CRO,Atalanta,21.8,938,1088,86.2,16793,5009,399,448,89.1,435,480,90.6,89,117,76.1,6,4.0,3.1,+2.0,30,97,24,0,120,"MF,FW",29-114,1995
428,Triantafyllos Pasaridīs,gr GRE,Salernitana,5.0,141,172,82.0,2473,1139,55,59,93.2,73,80,91.3,10,28,35.7,0,0.0,0.2,0.0,2,13,1,0,17,DF,27-319,1996
429,Patric,es ESP,Lazio,17.9,1051,1199,87.7,20688,7423,370,389,95.1,504,542,93.0,160,242,66.1,0,0.2,0.3,-0.2,4,65,6,1,72,DF,31-046,1993
430,Rui Patrício,pt POR,Roma,23.0,493,630,78.3,12956,9189,121,121,100.0,230,233,98.7,140,273,51.3,0,0.0,0.0,0.0,0,4,0,0,0,GK,36-108,1988
431,Benjamin Pavard,fr FRA,Inter,18.6,1180,1308,90.2,20701,6708,505,533,94.7,550,587,93.7,105,149,70.5,2,1.4,1.8,+0.6,10,85,12,3,89,DF,28-066,1996
432,Leonardo Pavoletti,it ITA,Cagliari,7.0,87,157,55.4,1272,351,53,81,65.4,27,50,54.0,4,9,44.4,1,0.3,0.3,+0.7,7,12,4,0,16,FW,35-189,1988
433,Martín Payero,ar ARG,Udinese,20.0,413,547,75.5,6151,1792,228,267,85.4,144,191,75.4,26,53,49.1,2,1.1,0.9,+0.9,14,52,6,3,71,MF,25-265,1998
434,Marcus Pedersen,no NOR,Sassuolo,17.9,563,735,76.6,9376,3043,289,327,88.4,224,281,79.7,43,87,49.4,2,1.1,0.7,+0.9,10,35,9,7,31,DF,23-322,2000
435,Pedro,es ESP,Lazio,9.1,357,431,82.8,5072,974,214,236,90.7,109,132,82.6,17,33,51.5,1,2.1,1.5,-1.1,17,22,13,4,33,"FW,MF",36-310,1987
436,Pietro Pellegri,it ITA,Torino,8.4,86,138,62.3,1094,113,60,81,74.1,16,30,53.3,4,7,57.1,1,0.3,0.1,+0.7,4,3,0,0,8,FW,23-077,2001
437,Lorenzo Pellegrini,it ITA,Roma,20.7,665,850,78.2,10532,2994,347,388,89.4,247,293,84.3,47,108,43.5,3,2.4,3.2,+0.6,36,66,22,5,94,MF,27-349,1996
438,Luca Pellegrini,it ITA,Lazio,8.7,372,515,72.2,5643,2051,196,227,86.3,137,177,77.4,20,64,31.3,0,0.3,0.3,-0.3,2,29,7,0,46,DF,25-087,1999
439,Marco Pellegrino,,Salernitana,6.1,211,256,82.4,3754,1365,83,94,88.3,112,126,88.9,16,33,48.5,0,0.0,0.0,0.0,1,6,0,0,7,DF,,
440,Marco Pellegrino,,Milan,0.8,43,48,89.6,753,211,19,20,95.0,23,23,100.0,1,4,25.0,0,0.0,0.0,0.0,0,2,0,0,3,DF,,
441,Pepín,gq EQG,Monza,2.7,113,143,79.0,1961,462,54,61,88.5,45,53,84.9,10,18,55.6,0,0.1,0.1,-0.1,2,9,1,0,13,"MF,FW",27-293,1996
442,Pedro Pereira,pt POR,Monza,9.3,406,517,78.5,6526,2297,215,234,91.9,158,195,81.0,25,57,43.9,2,1.2,1.0,+0.8,14,41,15,10,43,DF,26-132,1998
443,Roberto Pereyra,ar ARG,Udinese,20.6,472,598,78.9,7424,2531,252,287,87.8,172,210,81.9,33,49,67.3,3,1.9,2.0,+1.1,25,49,21,6,70,"FW,MF",33-147,1991
444,Nehuén Pérez,ar ARG,Udinese,36.0,1267,1599,79.2,24513,9872,481,540,89.1,617,713,86.5,155,303,51.2,0,0.2,0.4,-0.2,7,114,8,3,119,DF,23-344,2000
445,Simone Perilli,it ITA,Hellas Verona,1.0,17,38,44.7,687,631,3,3,100.0,5,5,100.0,9,29,31.0,0,0.0,0.0,0.0,0,4,0,0,0,GK,29-147,1995
446,Mattia Perin,it ITA,Juventus,2.5,54,66,81.8,1199,718,13,13,100.0,28,28,100.0,12,24,50.0,0,0.0,0.0,0.0,0,0,0,0,0,GK,31-205,1992
447,Samuele Perisan,it ITA,Empoli,1.0,27,34,79.4,551,340,10,10,100.0,11,11,100.0,5,12,41.7,0,0.0,0.0,0.0,0,0,0,0,0,GK,26-286,1997
448,Matteo Pessina,it ITA,Monza,35.8,1903,2154,88.3,33524,7225,780,865,90.2,952,1015,93.8,143,190,75.3,3,1.1,1.5,+1.9,27,190,26,5,190,MF,27-042,1997
449,Andrea Petagna,it ITA,Cagliari,11.1,170,239,71.1,2451,422,95,123,77.2,51,72,70.8,13,18,72.2,1,1.0,1.1,0.0,18,10,5,0,14,FW,28-338,1995
450,Giuseppe Pezzella,it ITA,Empoli,12.1,434,585,74.2,6940,2645,237,271,87.5,160,197,81.2,29,77,37.7,0,0.5,1.2,-0.5,8,33,15,11,44,DF,26-186,1997
451,Roberto Piccoli,it ITA,Empoli,0.4,4,6,66.7,47,16,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,FW,23-127,2001
452,Roberto Piccoli,it ITA,Lecce,15.3,147,246,59.8,1864,373,92,142,64.8,36,59,61.0,5,10,50.0,0,0.9,0.6,-0.9,10,4,2,0,19,FW,23-127,2001
453,Santiago Pierotti,ar ARG,Lecce,2.2,48,67,71.6,687,142,29,39,74.4,12,17,70.6,3,5,60.0,2,1.0,0.6,+1.0,2,3,2,0,5,"MF,FW",23-060,2001
454,Niccolò Pierozzi,it ITA,Salernitana,9.7,264,348,75.9,4521,1389,130,147,88.4,104,131,79.4,24,52,46.2,0,0.0,0.1,0.0,1,14,2,2,16,DF,22-264,2001
455,Andrea Pinamonti,it ITA,Sassuolo,34.2,411,630,65.2,5473,873,236,315,74.9,130,194,67.0,12,33,36.4,1,1.9,2.2,-0.9,18,24,11,0,45,FW,25-014,1999
456,Carlo Pinsoglio,it ITA,Juventus,0.5,14,21,66.7,349,231,2,2,100.0,8,9,88.9,4,10,40.0,0,0.0,0.0,0.0,0,0,0,0,0,GK,34-078,1990
457,Lorenzo Pirola,it ITA,Salernitana,22.1,868,1040,83.5,14823,5563,381,417,91.4,416,470,88.5,52,113,46.0,0,0.0,0.1,0.0,1,33,1,0,57,DF,22-103,2002
458,Niccolò Pisilli,it ITA,Roma,0.1,5,6,83.3,62,0,5,5,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,MF,19-253,2004
459,Tommaso Pobega,it ITA,Milan,3.5,103,132,78.0,1779,547,47,58,81.0,42,45,93.3,10,18,55.6,0,0.2,0.1,-0.2,1,7,1,0,11,MF,24-323,1999
460,Paul Pogba,fr FRA,Juventus,0.6,27,35,77.1,425,113,13,14,92.9,11,13,84.6,2,4,50.0,0,0.0,0.1,0.0,1,5,2,0,5,MF,31-079,1993
461,Matteo Politano,it ITA,Napoli,26.2,994,1292,76.9,16623,5282,526,581,90.5,315,403,78.2,115,207,55.6,7,6.6,6.0,+0.4,71,75,76,23,164,FW,30-304,1993
462,Marin Pongračić,hr CRO,Lecce,35.8,1583,1872,84.6,34979,12707,363,424,85.6,931,1012,92.0,272,395,68.9,0,0.4,0.6,-0.4,11,119,5,0,134,DF,26-265,1997
463,Stefan Posch,at AUT,Bologna,26.8,1712,2082,82.2,28051,10439,845,909,93.0,725,807,89.8,110,261,42.1,2,2.1,1.9,-0.1,22,144,21,7,123,DF,27-019,1997
464,Matteo Prati,it ITA,Cagliari,21.9,560,755,74.2,9877,2794,231,275,84.0,273,338,80.8,47,98,48.0,1,0.8,1.2,+0.2,14,59,14,4,66,MF,20-157,2003
465,Ivan Provedel,it ITA,Lazio,30.0,835,1022,81.7,22233,15095,166,166,100.0,350,353,99.2,316,494,64.0,0,0.0,0.0,0.0,0,9,1,0,3,GK,30-077,1994
466,Christian Pulisic,us USA,Milan,28.9,832,1074,77.5,11830,2542,483,555,87.0,282,348,81.0,32,63,50.8,8,4.8,4.5,+3.2,44,42,43,18,87,"FW,MF",25-258,1998
467,George Pușcaș,ro ROU,Genoa,2.1,34,61,55.7,430,67,24,37,64.9,8,14,57.1,0,1,0.0,0,0.1,0.1,-0.1,1,3,1,0,3,FW,28-055,1996
468,Domingos Quina,pt POR,Udinese,0.1,1,1,100.0,13,10,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,MF,24-197,1999
469,Adrien Rabiot,fr FRA,Juventus,29.5,996,1211,82.2,14960,3691,548,620,88.4,361,429,84.1,53,81,65.4,3,4.1,4.0,-1.1,26,103,23,10,120,MF,29-060,1995
470,Uroš Račić,rs SRB,Sassuolo,9.1,322,396,81.3,5773,1601,134,153,87.6,151,169,89.3,29,57,50.9,1,0.3,0.3,+0.7,6,30,4,0,37,MF,26-077,1998
471,Nemanja Radonjić,rs SRB,Torino,4.2,57,89,64.0,838,199,33,46,71.7,16,23,69.6,5,10,50.0,0,0.2,0.3,-0.2,3,4,3,2,7,"MF,FW",28-108,1996
472,Boris Radunović,rs SRB,Cagliari,7.0,169,222,76.1,5495,3933,24,24,100.0,68,70,97.1,77,128,60.2,0,0.0,0.0,0.0,0,9,0,0,0,GK,28-007,1996
473,Hamza Rafia,tn TUN,Lecce,13.4,359,504,71.2,5633,1650,179,223,80.3,132,165,80.0,27,71,38.0,0,0.8,1.1,-0.8,15,41,6,1,46,MF,25-061,1999
474,Ylber Ramadani,al ALB,Lecce,33.0,991,1250,79.3,18442,5050,382,452,84.5,466,531,87.8,120,199,60.3,0,0.5,0.7,-0.5,16,103,10,3,121,MF,28-051,1996
475,Luca Ranieri,it ITA,Fiorentina,21.9,1118,1332,83.9,22887,8443,343,377,91.0,602,666,90.4,163,260,62.7,1,0.4,0.7,+0.6,7,93,11,2,95,DF,25-040,1999
476,Filippo Ranocchia,it ITA,Empoli,5.3,152,216,70.4,2895,1062,61,73,83.6,66,80,82.5,21,51,41.2,0,0.5,1.0,-0.5,4,17,4,0,21,"MF,DF",23-019,2001
477,Giacomo Raspadori,it ITA,Napoli,17.6,525,709,74.0,9296,1615,242,289,83.7,198,258,76.7,67,113,59.3,3,4.0,3.0,-1.0,36,38,15,5,54,"FW,MF",24-105,2000
478,Federico Ravaglia,it ITA,Bologna,5.9,166,206,80.6,3557,2149,58,58,100.0,82,83,98.8,25,64,39.1,0,0.0,0.0,0.0,0,0,0,0,0,GK,24-204,1999
479,Tijjani Reijnders,nl NED,Milan,31.3,1575,1746,90.2,24974,6527,773,822,94.0,664,708,93.8,92,129,71.3,3,3.7,4.1,-0.7,50,168,37,6,204,MF,25-309,1998
480,Reinier,br BRA,Frosinone,11.8,318,401,79.3,4584,1095,192,220,87.3,103,134,76.9,13,19,68.4,2,1.9,0.7,+0.1,16,27,15,2,32,"MF,FW",22-135,2002
481,Mateo Retegui,it ITA,Genoa,24.6,265,412,64.3,3135,410,177,233,76.0,61,104,58.7,6,15,40.0,2,0.7,0.6,+1.3,11,10,5,0,17,FW,25-034,1999
482,Samuele Ricci,it ITA,Torino,26.6,1121,1310,85.6,18378,4368,524,574,91.3,496,551,90.0,71,117,60.7,2,2.3,2.4,-0.3,26,103,24,4,122,MF,22-286,2001
483,Ricardo Rodríguez,ch SUI,Torino,30.8,1401,1677,83.5,23641,8173,669,708,94.5,584,689,84.8,117,213,54.9,2,1.4,1.8,+0.6,20,119,25,12,127,DF,31-282,1992
484,Alessio Romagnoli,it ITA,Lazio,26.8,1604,1759,91.2,27365,9970,670,703,95.3,804,849,94.7,96,153,62.7,0,0.6,0.6,-0.6,6,82,5,1,87,DF,29-142,1995
485,Simone Romagnoli,it ITA,Frosinone,30.2,1221,1421,85.9,21605,8093,481,535,89.9,636,701,90.7,80,140,57.1,1,0.4,0.2,+0.6,3,22,0,0,47,DF,34-114,1990
486,Luka Romero,ar ARG,Milan,1.0,33,39,84.6,434,58,20,22,90.9,11,13,84.6,0,0,,0,0.0,0.1,0.0,0,1,1,0,3,"FW,MF",19-197,2004
487,Marten de Roon,nl NED,Atalanta,28.9,1446,1712,84.5,26689,8394,564,630,89.5,690,779,88.6,159,239,66.5,5,1.2,1.2,+3.8,23,147,20,3,178,"MF,DF",33-065,1991
488,Francesco Rossi,it ITA,Atalanta,0.1,1,2,50.0,14,13,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,GK,33-036,1991
489,Nicolò Rovella,it ITA,Lazio,14.6,851,976,87.2,14115,3415,412,437,94.3,351,381,92.1,66,104,63.5,2,0.5,0.6,+1.5,10,68,5,0,56,MF,22-181,2001
490,Amir Rrahmani,xk KVX,Napoli,28.9,2028,2255,89.9,39408,13051,735,776,94.7,1008,1067,94.5,260,366,71.0,0,0.9,0.7,-0.9,14,153,3,0,113,DF,30-099,1994
491,Ruan,br BRA,Sassuolo,16.8,593,698,85.0,11580,3616,190,218,87.2,327,367,89.1,66,91,72.5,0,0.6,0.4,-0.6,4,22,3,0,33,DF,24-361,1999
492,Daniele Rugani,it ITA,Juventus,13.2,564,636,88.7,10905,3696,163,176,92.6,355,378,93.9,44,70,62.9,0,0.4,0.1,-0.4,3,54,1,0,46,DF,29-309,1994
493,Matteo Ruggeri,it ITA,Atalanta,26.2,1199,1504,79.7,18247,6467,676,757,89.3,437,534,81.8,63,141,44.7,4,1.7,2.1,+2.3,23,81,30,22,135,DF,21-327,2002
494,Mário Rui,pt POR,Napoli,13.4,860,1068,80.5,15400,5240,369,406,90.9,366,434,84.3,99,181,54.7,2,1.9,1.8,+0.1,26,89,19,7,90,DF,33-006,1991
495,Stefano Sabelli,it ITA,Genoa,27.0,611,977,62.5,10552,4661,307,377,81.4,228,347,65.7,61,164,37.2,1,1.9,1.9,-0.9,20,58,35,15,88,DF,31-141,1993
496,Alexis Saelemaekers,be BEL,Bologna,21.0,786,1008,78.0,12039,3234,431,487,88.5,233,288,80.9,77,133,57.9,2,2.8,3.5,-0.8,44,39,35,5,77,"FW,MF",24-341,1999
497,Lazar Samardzic,rs SRB,Udinese,26.4,733,987,74.3,13441,4485,341,392,87.0,246,316,77.8,122,221,55.2,2,5.5,5.0,-3.5,62,86,15,4,83,MF,22-099,2002
498,Junior Sambia,fr FRA,Salernitana,11.5,397,508,78.1,6404,2412,213,238,89.5,135,182,74.2,38,63,60.3,2,0.9,0.6,+1.1,12,30,10,5,41,"DF,MF",27-269,1996
499,Antonio Sanabria,py PAR,Torino,23.7,494,624,79.2,7261,1214,287,339,84.7,143,177,80.8,33,47,70.2,0,1.4,0.9,-1.4,15,39,10,1,57,"FW,MF",28-090,1996
500,Renato Sanches,pt POR,Roma,1.6,67,77,87.0,1065,220,37,38,97.4,26,29,89.7,3,7,42.9,0,0.2,0.1,-0.2,3,5,2,1,10,MF,26-289,1997
501,Alexis Sánchez,cl CHI,Inter,8.5,276,367,75.2,4719,1255,143,170,84.1,77,104,74.0,41,59,69.5,5,3.1,2.8,+1.9,18,28,24,2,53,"FW,MF",35-166,1988
502,Alex Sandro,br BRA,Juventus,8.0,479,555,86.3,8623,3028,187,200,93.5,246,271,90.8,40,68,58.8,0,0.9,0.7,-0.9,5,45,7,3,43,DF,33-128,1991
503,Nicola Sansone,it ITA,Lecce,8.5,207,277,74.7,3177,948,115,129,89.1,62,79,78.5,18,40,45.0,2,1.3,0.9,+0.7,17,24,10,2,36,"FW,MF",32-266,1991
504,Riccardo Saponara,it ITA,Hellas Verona,3.8,87,124,70.2,1465,387,38,45,84.4,36,52,69.2,8,11,72.7,0,0.2,0.2,-0.2,3,8,3,1,14,"FW,MF",32-164,1991
505,Zanos Savva,cy CYP,Torino,0.3,5,11,45.5,95,9,1,2,50.0,4,6,66.7,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,1,"DF,MF",18-189,2005
506,Saba Sazonov,ge GEO,Torino,4.0,163,187,87.2,3225,887,53,55,96.4,88,97,90.7,21,29,72.4,0,0.0,0.0,0.0,1,4,0,0,8,DF,22-122,2002
507,Giorgio Scalvini,it ITA,Atalanta,27.3,1235,1515,81.5,20076,7669,625,696,89.8,520,605,86.0,70,152,46.1,3,1.1,1.5,+1.9,11,87,14,2,111,DF,20-174,2003
508,Gianluca Scamacca,it ITA,Atalanta,15.8,288,426,67.6,5254,1074,136,200,68.0,96,132,72.7,41,51,80.4,6,3.5,1.5,+2.5,30,30,14,1,41,FW,25-153,1999
509,Perr Schuurs,nl NED,Torino,8.6,359,406,88.4,6478,1868,141,155,91.0,187,199,94.0,27,41,65.9,0,0.0,0.4,0.0,0,17,1,1,19,DF,24-189,1999
510,Simone Scuffet,it ITA,Cagliari,31.0,614,928,66.2,18771,14157,91,92,98.9,275,278,98.9,246,555,44.3,0,0.0,0.1,0.0,0,14,1,0,1,GK,28-002,1996
511,Demba Seck,sn SEN,Torino,4.7,82,109,75.2,1195,260,44,54,81.5,32,38,84.2,3,4,75.0,0,0.1,0.2,-0.1,2,9,4,0,12,MF,23-113,2001
512,Demba Seck,sn SEN,Frosinone,3.3,74,92,80.4,959,206,50,57,87.7,20,25,80.0,2,2,100.0,0,0.3,0.4,-0.3,3,2,2,0,9,"FW,MF",23-113,2001
513,Nikola Sekulov,it ITA,Juventus,0.1,1,2,50.0,3,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,FW,22-105,2002
514,Vivaldo Semedo,pt POR,Udinese,0.1,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,FW,19-126,2005
515,Stefano Sensi,it ITA,Inter,0.5,47,52,90.4,962,198,17,17,100.0,20,24,83.3,9,9,100.0,1,0.1,0.1,+0.9,3,2,0,0,3,MF,28-302,1995
516,Suat Serdar,de GER,Hellas Verona,18.4,445,602,73.9,8940,2516,169,209,80.9,179,228,78.5,86,126,68.3,2,1.4,0.9,+0.6,17,56,14,1,68,MF,27-052,1997
517,Andres Sfait,ro ROU,Salernitana,0.3,4,6,66.7,70,57,2,2,100.0,2,2,100.0,0,1,0.0,0,0.1,0.0,-0.1,1,1,1,0,1,"DF,MF",19-176,2004
518,Stephan El Shaarawy,it ITA,Roma,19.3,545,662,82.3,8516,1723,305,350,87.1,194,228,85.1,37,51,72.5,4,2.3,1.8,+1.7,20,23,12,5,44,"FW,DF",31-219,1992
519,Eldor Shomurodov,uz UZB,Cagliari,10.4,153,230,66.5,2048,487,97,131,74.0,44,59,74.6,6,14,42.9,3,1.7,1.1,+1.3,10,10,5,2,18,"FW,MF",28-339,1995
520,Steven Shpendi,al ALB,Empoli,4.6,57,76,75.0,717,101,36,44,81.8,16,19,84.2,0,0,,1,0.5,0.2,+0.5,5,3,3,0,6,"FW,MF",21-014,2003
521,Marco Silvestri,it ITA,Udinese,17.0,324,451,71.8,8621,6421,69,71,97.2,173,178,97.2,82,201,40.8,0,0.0,0.0,0.0,0,2,0,0,0,GK,33-092,1991
522,Giovanni Simeone,ar ARG,Napoli,8.9,132,187,70.6,1760,309,79,95,83.2,37,52,71.2,6,15,40.0,0,0.6,0.8,-0.6,9,7,5,1,13,FW,28-333,1995
523,Jan-Carlo Simic,rs SRB,Milan,1.6,59,64,92.2,1039,291,18,18,100.0,40,40,100.0,1,6,16.7,0,0.0,0.0,0.0,0,3,0,0,6,DF,19-031,2005
524,Leo Skiri Østigård,no NOR,Napoli,18.1,1172,1339,87.5,22293,8252,377,411,91.7,671,723,92.8,110,177,62.1,0,0.1,0.3,-0.1,3,68,4,0,76,DF,24-187,1999
525,Łukasz Skorupski,pl POL,Bologna,32.0,796,1018,78.2,19534,13495,202,204,99.0,386,391,98.7,205,419,48.9,0,0.0,0.0,0.0,0,6,0,0,1,GK,33-028,1991
526,Chris Smalling,eng ENG,Roma,4.3,197,228,86.4,3810,1394,61,69,88.4,122,132,92.4,13,20,65.0,0,0.4,0.0,-0.4,1,7,0,0,13,DF,34-193,1989
527,Andrea Sodero,it ITA,Empoli,0.1,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,MF,19-300,2004
528,Ola Solbakken,no NOR,Roma,0.3,6,8,75.0,96,4,4,5,80.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,FW,25-269,1998
529,Daniele Sommariva,it ITA,Genoa,0.1,0,3,0.0,0,0,0,0,,0,0,,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,0,GK,26-320,1997
530,Yann Sommer,ch SUI,Inter,34.0,1078,1236,87.2,24756,15782,289,289,100.0,548,556,98.6,235,382,61.5,0,0.0,0.0,0.0,0,4,0,0,0,GK,35-168,1988
531,Brandon Soppy,fr FRA,Torino,2.0,68,92,73.9,1009,330,38,42,90.5,22,32,68.8,5,9,55.6,0,0.1,0.1,-0.1,1,3,3,1,6,DF,22-102,2002
532,Alessandro Sorrentino,it ITA,Monza,6.1,148,193,76.7,3731,2467,35,35,100.0,73,75,97.3,40,83,48.2,0,0.0,0.0,0.0,0,1,0,0,0,GK,22-060,2002
533,Riccardo Sottil,it ITA,Fiorentina,12.3,331,421,78.6,5471,827,161,184,87.5,142,167,85.0,20,35,57.1,3,2.5,2.4,+0.5,13,11,16,7,33,FW,24-365,1999
534,Matìas Soulé,ar ARG,Frosinone,34.7,1197,1535,78.0,18531,5372,654,749,87.3,411,521,78.9,89,163,54.6,3,6.6,5.3,-3.6,82,107,78,12,198,"FW,MF",21-048,2003
535,Djed Spence,eng ENG,Genoa,9.5,272,342,79.5,4216,1253,148,166,89.2,93,127,73.2,19,29,65.5,0,0.3,0.4,-0.3,6,17,9,6,25,DF,23-298,2000
536,Leonardo Spinazzola,it ITA,Roma,14.6,663,849,78.1,11631,3209,300,333,90.1,299,373,80.2,56,102,54.9,2,3.0,3.1,-1.0,27,32,48,21,52,DF,31-069,1993
537,Marco Sportiello,it ITA,Milan,7.0,213,247,86.2,4909,3500,56,56,100.0,116,118,98.3,41,73,56.2,0,0.0,0.0,0.0,0,5,0,0,0,GK,32-023,1992
538,Trivante Stewart,jm JAM,Salernitana,1.1,18,27,66.7,266,20,12,13,92.3,5,8,62.5,1,2,50.0,0,0.1,0.0,-0.1,1,0,0,0,0,"FW,MF",24-072,2000
539,Gabriel Strefezza,br BRA,Lecce,12.4,300,412,72.8,5197,1463,151,174,86.8,103,137,75.2,37,70,52.9,0,1.2,1.3,-1.2,20,34,20,7,54,FW,27-045,1997
540,Kevin Strootman,nl NED,Genoa,13.4,550,670,82.1,8923,2778,267,310,86.1,218,249,87.6,40,69,58.0,2,1.3,2.2,+0.7,22,47,10,5,61,MF,34-110,1990
541,Isaac Success,ng NGA,Udinese,9.8,130,204,63.7,1955,467,76,111,68.5,35,47,74.5,11,21,52.4,1,1.1,0.6,-0.1,11,16,4,0,17,"FW,MF",28-147,1996
542,Ibrahim Sulemana,gh GHA,Cagliari,14.9,361,452,79.9,6464,1260,163,184,88.6,151,172,87.8,42,72,58.3,0,0.1,0.2,-0.1,4,30,2,2,27,MF,21-011,2003
543,Tomáš Suslov,sk SVK,Hellas Verona,23.2,416,573,72.6,8181,2111,155,185,83.8,176,210,83.8,70,127,55.1,5,3.6,2.5,+1.4,28,40,22,6,64,"MF,FW",21-361,2002
544,Mile Svilar,rs SRB,Roma,15.0,526,605,86.9,11527,7333,143,143,100.0,297,300,99.0,85,161,52.8,0,0.0,0.0,0.0,1,3,0,0,0,GK,24-280,1999
545,Karol Świderski,pl POL,Hellas Verona,5.6,84,120,70.0,1154,281,45,55,81.8,30,41,73.2,2,5,40.0,0,0.4,0.6,-0.4,8,5,4,1,13,"FW,MF",27-131,1997
546,Wojciech Szczęsny,pl POL,Juventus,35.0,780,1006,77.5,22098,15358,121,122,99.2,389,394,98.7,270,486,55.6,0,0.0,0.0,0.0,1,11,0,0,0,GK,34-045,1990
547,Przemysław Szymiński,pl POL,Frosinone,0.1,1,2,50.0,9,10,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,MF,29-344,1994
548,Adrien Tameze,cm CMR,Torino,23.8,1106,1276,86.7,18937,5466,462,506,91.3,549,605,90.7,68,101,67.3,2,2.2,1.2,-0.2,19,81,10,3,90,"DF,MF",30-119,1994
549,Elayis Tavsan,nl NED,Hellas Verona,0.6,7,8,87.5,143,42,3,3,100.0,3,3,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,1,0,2,"MF,FW",23-033,2001
550,Loum Tchaouna,fr FRA,Salernitana,23.3,505,766,65.9,7384,2039,298,375,79.5,151,224,67.4,34,75,45.3,3,1.5,1.3,+1.5,22,41,22,7,59,"FW,MF",20-268,2003
551,Jackson Tchatchoua,cm CMR,Hellas Verona,19.2,604,799,75.6,9562,3708,324,355,91.3,222,299,74.2,42,102,41.2,2,1.3,1.7,+0.7,15,48,22,18,53,DF,22-262,2001
552,Filippo Terracciano,it ITA,Hellas Verona,14.4,507,713,71.1,9215,4188,230,270,85.2,217,294,73.8,54,117,46.2,1,1.0,1.3,0.0,18,49,14,10,51,DF,21-115,2003
553,Filippo Terracciano,it ITA,Milan,0.8,38,40,95.0,652,143,16,17,94.1,20,20,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,"DF,FW",21-115,2003
554,Pietro Terracciano,it ITA,Fiorentina,33.0,979,1231,79.5,26917,18308,146,146,100.0,499,506,98.6,330,571,57.8,0,0.2,0.1,-0.2,2,13,2,0,0,GK,34-086,1990
555,Florian Thauvin,fr FRA,Udinese,19.0,385,548,70.3,6704,2190,189,231,81.8,131,179,73.2,49,91,53.8,3,4.2,4.1,-1.2,38,41,39,16,69,FW,31-128,1993
556,Malick Thiaw,de GER,Milan,18.0,1084,1184,91.6,20626,6291,366,389,94.1,628,664,94.6,85,115,73.9,1,0.1,0.2,+0.9,4,62,2,0,70,DF,22-299,2001
557,Morten Thorsby,no NOR,Genoa,12.9,206,332,62.0,2782,810,116,173,67.1,64,99,64.6,5,14,35.7,2,1.4,0.6,+0.6,9,21,6,2,28,MF,28-028,1996
558,Kristian Thorstvedt,no NOR,Sassuolo,26.6,710,978,72.6,11390,3666,392,484,81.0,239,311,76.8,60,111,54.1,1,1.6,1.6,-0.6,36,85,15,2,130,MF,25-081,1999
559,Marcus Thuram,fr FRA,Inter,29.9,476,656,72.6,5687,1049,313,396,79.0,100,144,69.4,16,24,66.7,7,3.7,3.6,+3.3,29,20,19,4,47,FW,26-301,1997
560,Antonio Tikvić,hr CRO,Udinese,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,DF,20-042,2004
