,name,nationality,team,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,position,age,born
350,Birger Meling,no NOR,Rennes,0.2,7,7,100.0,98,22,5,5,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,DF,29-168,1994
351,Nuno Mendes,pt POR,Paris S-G,3.0,183,222,82.4,3087,712,79,92,85.9,87,100,87.0,14,19,73.7,1,0.4,0.5,+0.6,3,11,2,1,21,DF,21-349,2002
352,Antoine Mendy,fr FRA,Nice,4.6,211,244,86.5,4086,1001,69,77,89.6,116,129,89.9,21,31,67.7,0,0.4,0.2,-0.4,2,15,2,2,12,DF,20-006,2004
353,Benjamin Mendy,fr FRA,Lorient,7.9,318,468,67.9,5341,2047,156,190,82.1,122,170,71.8,29,84,34.5,1,1.9,3.0,-0.9,16,26,18,13,34,DF,29-321,1994
354,Formose Mendy,sn SEN,Lorient,14.0,587,739,79.4,11323,4269,233,286,81.5,264,299,88.3,74,119,62.2,0,0.1,0.3,-0.1,2,56,4,1,61,DF,23-152,2001
355,Nampalys Mendy,sn SEN,Lens,11.7,577,653,88.4,9505,2648,271,292,92.8,248,273,90.8,43,64,67.2,1,1.1,1.7,-0.1,9,68,12,2,84,MF,31-345,1992
356,Quentin Merlin,fr FRA,Marseille,7.8,360,465,77.4,6916,2515,130,155,83.9,170,207,82.1,52,85,61.2,1,1.1,1.2,-0.1,12,48,9,6,46,DF,22-017,2002
357,Quentin Merlin,fr FRA,Nantes,14.3,615,841,73.1,11723,4968,236,281,84.0,291,371,78.4,75,150,50.0,1,1.3,1.9,-0.3,18,72,28,8,98,DF,22-017,2002
358,Bastien Meupiyou,fr FRA,Nantes,0.1,5,5,100.0,100,3,1,1,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,DF,18-075,2006
359,Lucas Michel,fr FRA,Monaco,0.1,1,1,100.0,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,FW,20-043,2004
360,Georges Mikautadze,ge GEO,Metz,19.4,299,430,69.5,4511,1182,141,187,75.4,116,157,73.9,19,37,51.4,4,2.4,1.0,+1.6,21,30,13,1,51,FW,23-215,2000
361,Takumi Minamino,jp JPN,Monaco,23.5,646,885,73.0,9574,2740,359,455,78.9,213,280,76.1,36,75,48.0,6,4.9,4.3,+1.1,34,53,36,3,97,MF,29-138,1995
362,Lucas Mincarelli,fr FRA,Montpellier,10.9,326,438,74.4,5326,1994,160,192,83.3,135,160,84.4,21,57,36.8,1,0.6,0.8,+0.4,4,14,7,2,26,"DF,MF",20-149,2004
363,Ignacio Miramon,ar ARG,Lille,0.4,28,32,87.5,492,135,11,12,91.7,13,14,92.9,3,4,75.0,0,0.0,0.0,0.0,0,2,0,0,3,MF,20-356,2003
364,Terem Moffi,ng NGA,Nice,21.7,274,387,70.8,3694,554,161,200,80.5,87,122,71.3,10,19,52.6,2,3.2,1.1,-1.2,22,14,12,0,27,FW,25-008,1999
365,Mostafa Mohamed,eg EGY,Nantes,22.2,238,369,64.5,3584,698,126,174,72.4,79,124,63.7,17,33,51.5,2,2.4,1.3,-0.4,23,20,10,3,25,FW,26-187,1997
366,Dion Moise Sahi,ci CIV,Strasbourg,7.0,137,175,78.3,2178,421,66,83,79.5,55,67,82.1,9,13,69.2,1,1.3,1.4,-0.3,5,10,8,1,21,"MF,FW",22-165,2001
367,Florent Mollet,fr FRA,Nantes,23.1,826,1063,77.7,12760,3216,425,473,89.9,301,361,83.4,56,160,35.0,4,2.5,2.4,+1.5,38,67,16,3,96,"MF,FW",32-196,1991
368,Enzo Mongo,fr FRA,Nantes,0.1,0,2,0.0,0,0,0,0,,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,DF,19-055,2005
369,Diego Moreira,pt POR,Lyon,3.0,74,108,68.5,1070,252,46,60,76.7,24,34,70.6,2,8,25.0,0,0.3,0.2,-0.3,3,4,3,0,12,"FW,MF",19-301,2004
370,Lebo Mothiba,za RSA,Strasbourg,6.9,86,118,72.9,1087,191,53,64,82.8,23,31,74.2,2,2,100.0,0,0.2,0.5,-0.2,5,6,2,1,9,FW,28-126,1996
371,Steve Mounié,bj BEN,Brest,19.7,282,454,62.1,3928,730,155,236,65.7,94,155,60.6,13,19,68.4,2,2.1,1.4,-0.1,21,27,9,3,25,FW,29-247,1994
372,Samuel Moutoussamy,cd COD,Nantes,12.3,417,498,83.7,6505,1983,219,245,89.4,158,187,84.5,22,36,61.1,0,0.6,1.1,-0.6,11,42,5,0,59,MF,27-295,1996
373,Loris Mouyokolo,fr FRA,Lorient,1.0,48,55,87.3,781,285,19,20,95.0,27,30,90.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,DF,23-011,2001
374,François Mughe,cm CMR,Marseille,2.0,29,45,64.4,492,219,12,18,66.7,12,17,70.6,3,4,75.0,0,0.1,0.2,-0.1,2,1,5,3,7,"MF,DF",19-352,2004
375,Joel Mugisha,no NOR,Lorient,2.0,,,,,,,,,,,,,,,0,,,,,,,,,FW,21-203,2002
376,Nordi Mukiele,fr FRA,Paris S-G,8.8,486,578,84.1,7865,2275,235,266,88.3,208,231,90.0,28,45,62.2,0,0.1,0.4,-0.1,3,20,4,1,32,DF,26-214,1997
377,Marshall Munetsi,zw ZIM,Reims,24.1,380,542,70.1,6066,1820,190,254,74.8,143,185,77.3,29,51,56.9,3,1.0,2.2,+2.0,12,42,11,3,67,MF,27-346,1996
378,Yvon Mvogo,ch SUI,Lorient,34.0,869,1149,75.6,23076,16310,155,156,99.4,450,460,97.8,259,527,49.1,0,0.0,0.0,0.0,0,7,1,0,0,GK,29-362,1994
379,Joel Mvuka,no NOR,Lorient,0.2,33,49,67.3,500,98,19,23,82.6,10,18,55.6,2,5,40.0,0,0.0,0.2,0.0,0,1,0,0,1,"DF,FW",21-203,2002
380,Junior Mwanga,fr FRA,Strasbourg,16.1,416,521,79.8,7563,1911,167,205,81.5,191,225,84.9,47,62,75.8,1,0.8,0.8,+0.2,13,48,9,0,56,"MF,FW",21-022,2003
381,Kévin N'Doram,fr FRA,Metz,17.8,481,611,78.7,9883,3029,163,202,80.7,233,277,84.1,78,109,71.6,2,0.5,0.3,+1.5,7,52,4,0,62,MF,28-132,1996
382,Bilal Nadir,fr FRA,Marseille,1.3,41,47,87.2,570,100,26,26,100.0,12,15,80.0,2,2,100.0,0,0.1,0.1,-0.1,2,3,2,0,4,"MF,FW",20-187,2003
383,Mahamadou Nagida,cm CMR,Rennes,1.2,47,65,72.3,815,214,24,28,85.7,17,24,70.8,5,8,62.5,0,0.3,0.3,-0.3,3,2,3,3,2,DF,18-340,2005
384,Keito Nakamura,jp JPN,Reims,15.3,292,400,73.0,4714,1083,136,172,79.1,113,145,77.9,26,45,57.8,1,1.3,2.2,-0.3,14,28,16,2,56,"FW,MF",23-310,2000
385,Keylor Navas,cr CRC,Paris S-G,4.0,91,98,92.9,1934,1059,17,17,100.0,62,62,100.0,12,19,63.2,0,0.0,0.0,0.0,0,1,0,0,0,GK,37-170,1986
386,Youssouf Ndayishimiye,bi BDI,Nice,19.0,1223,1361,89.9,19183,5129,630,674,93.5,488,532,91.7,60,92,65.2,0,0.5,0.5,-0.5,11,85,6,0,96,"MF,DF",25-219,1998
387,Bassirou Ndiaye,sn SEN,Lorient,1.7,27,39,69.2,336,75,17,21,81.0,5,8,62.5,2,5,40.0,0,0.2,0.2,-0.2,2,2,0,0,1,FW,22-108,2002
388,Iliman Ndiaye,sn SEN,Marseille,18.0,465,562,82.7,6725,1493,241,279,86.4,188,219,85.8,13,20,65.0,3,2.6,2.9,+0.4,22,37,15,3,62,"FW,MF",24-088,2000
389,Massamba Ndiaye,sn SEN,Clermont Foot,4.0,129,174,74.1,3283,2090,31,31,100.0,52,52,100.0,45,87,51.7,0,0.0,0.0,0.0,0,1,0,0,1,GK,22-238,2001
390,Rassoul Ndiaye,sn SEN,Le Havre,5.8,209,263,79.5,3458,852,84,104,80.8,100,115,87.0,13,22,59.1,0,0.3,0.6,-0.3,2,30,4,2,25,"MF,FW",22-174,2001
391,Cher Ndour,it ITA,Paris S-G,0.3,23,25,92.0,285,39,14,15,93.3,5,6,83.3,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,2,MF,19-311,2004
392,Joseph Nduquidi,fr FRA,Metz,8.3,173,212,81.6,3112,705,79,95,83.2,79,95,83.2,14,18,77.8,0,0.1,0.1,-0.1,2,10,1,0,22,"MF,DF",19-215,2004
393,Loïc Nego,hu HUN,Le Havre,17.3,481,639,75.3,7463,3221,256,309,82.8,186,252,73.8,25,44,56.8,3,1.0,1.6,+2.0,13,30,19,11,64,"DF,MF",33-139,1991
394,Steve Ngoura,fr FRA,Le Havre,2.5,33,50,66.0,569,200,15,22,68.2,16,24,66.7,2,3,66.7,1,0.1,0.2,+0.9,1,5,2,0,9,"FW,MF",19-101,2005
395,Shamar Nicholson,jm JAM,Clermont Foot,16.5,272,386,70.5,4088,711,143,200,71.5,87,126,69.0,20,25,80.0,3,1.1,1.0,+1.9,18,25,6,0,33,FW,27-078,1997
396,Rasmus Nicolaisen,dk DEN,Toulouse,32.5,1426,1679,84.9,27959,10332,450,513,87.7,822,897,91.6,143,242,59.1,0,0.6,0.5,-0.6,5,71,2,0,95,DF,27-078,1997
397,Arnaud Nordin,fr FRA,Montpellier,13.8,304,390,77.9,4665,1231,151,182,83.0,113,134,84.3,21,34,61.8,3,3.0,1.4,0.0,21,31,22,4,52,"FW,MF",25-351,1998
398,Ernest Nuamah,gh GHA,Lyon,20.4,535,692,77.3,8568,1884,273,319,85.6,193,246,78.5,44,75,58.7,2,3.8,5.2,-1.8,29,30,31,5,74,"FW,MF",20-214,2003
399,Gerzino Nyamsi,fr FRA,Strasbourg,12.1,555,632,87.8,11520,4040,136,156,87.2,345,362,95.3,66,101,65.3,0,0.2,0.1,-0.2,4,19,0,0,25,DF,27-132,1997
400,Rabby Nzingoula,cg CGO,Strasbourg,1.5,27,43,62.8,417,105,10,16,62.5,14,19,73.7,1,3,33.3,1,0.1,0.0,+0.9,2,3,1,0,8,"MF,FW",18-190,2005
401,Jake O'Brien,ie IRL,Lyon,26.3,1270,1440,88.2,24904,8108,413,453,91.2,662,722,91.7,167,221,75.6,2,1.1,0.2,+0.9,5,68,3,0,68,DF,23-018,2001
402,Florent Ogier,fr FRA,Clermont Foot,10.5,425,512,83.0,7821,3241,160,172,93.0,206,231,89.2,44,90,48.9,1,0.5,0.5,+0.5,1,13,0,0,17,DF,35-073,1989
403,Joseph Okumu,ke KEN,Reims,19.4,1062,1293,82.1,24636,8011,204,241,84.6,640,694,92.2,207,322,64.3,0,0.0,0.2,0.0,0,108,2,1,94,DF,27-007,1997
404,Warmed Omari,fr FRA,Rennes,23.0,1162,1291,90.0,23681,8572,330,374,88.2,661,701,94.3,150,175,85.7,0,0.3,0.6,-0.3,5,100,4,0,123,DF,24-040,2000
405,Becir Omeragic,ch SUI,Montpellier,25.7,904,1060,85.3,17025,5657,341,378,90.2,443,476,93.1,98,165,59.4,0,0.7,0.4,-0.7,10,63,2,0,71,"DF,MF",22-134,2002
406,Jean Onana,cm CMR,Marseille,6.3,398,458,86.9,6747,1578,166,178,93.3,199,217,91.7,20,39,51.3,0,0.1,0.2,-0.1,2,38,4,0,32,MF,24-146,2000
407,Royce Openda Owaga,ga GAB,Lorient,0.2,2,3,66.7,27,15,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,FW,22-042,2002
408,Christopher Operi,fr FRA,Le Havre,27.2,1147,1570,73.1,19725,7747,558,658,84.8,443,572,77.4,115,265,43.4,4,4.0,4.8,0.0,46,70,26,16,82,DF,27-034,1997
409,Gift Orban,ng NGA,Lyon,5.3,73,103,70.9,1022,169,40,52,76.9,19,26,73.1,5,11,45.5,0,0.0,0.2,0.0,0,3,2,0,6,FW,21-321,2002
410,Kassoum Ouattara,fr FRA,Monaco,7.1,213,329,64.7,3743,1188,99,137,72.3,92,133,69.2,19,45,42.2,0,1.3,0.8,-1.3,6,15,6,2,22,"DF,FW",19-232,2004
411,Alexandre Oukidja,dz ALG,Metz,33.2,513,1002,51.2,18669,15112,49,50,98.0,199,206,96.6,264,741,35.6,0,0.0,0.1,0.0,0,24,0,0,3,GK,35-319,1988
412,Azzedine Ounahi,ma MAR,Marseille,13.4,722,817,88.4,11181,3153,367,407,90.2,281,300,93.7,35,50,70.0,0,1.4,1.7,-1.4,15,81,17,3,98,MF,24-044,2000
413,Adam Ounas,dz ALG,Lille,4.6,138,194,71.1,2338,766,70,84,83.3,47,64,73.4,16,29,55.2,0,1.9,1.8,-1.9,13,7,11,5,20,FW,27-204,1996
414,Patrick Ouotro,ci CIV,Strasbourg,0.1,1,2,50.0,18,4,0,1,0.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,FW,18-263,2005
415,Pablo Pagis,fr FRA,Lorient,1.8,46,61,75.4,795,127,19,23,82.6,20,26,76.9,5,9,55.6,0,0.0,0.2,0.0,0,2,0,0,5,MF,21-156,2002
416,Nicolas Pallois,fr FRA,Nantes,17.7,620,774,80.1,12807,4616,174,206,84.5,346,384,90.1,94,164,57.3,1,0.4,0.3,+0.6,3,42,5,3,55,DF,36-257,1987
417,Andy Pelmard,fr FRA,Clermont Foot,33.2,1412,1666,84.8,23653,7665,624,678,92.0,656,720,91.1,82,195,42.1,0,0.6,0.9,-0.6,6,86,8,1,120,DF,24-082,2000
418,Aurélien Pelon,fr FRA,Lorient,1.0,26,33,78.8,555,191,8,9,88.9,13,18,72.2,5,5,100.0,0,0.0,0.0,0.0,0,0,0,0,1,DF,20-027,2004
419,Faris Pemi Moumbagna,cm CMR,Marseille,6.1,74,107,69.2,1071,269,45,62,72.6,26,35,74.3,1,3,33.3,1,1.1,0.3,-0.1,4,3,4,1,16,FW,23-337,2000
420,Danilo Pereira,pt POR,Paris S-G,22.2,2089,2223,94.0,40180,13453,631,662,95.3,1277,1321,96.7,163,211,77.3,0,0.0,0.9,0.0,0,222,4,0,148,DF,32-267,1991
421,Mathias Pereira Lage,pt POR,Brest,13.2,266,395,67.3,3999,1074,136,174,78.2,78,118,66.1,26,67,38.8,2,1.7,1.7,+0.3,14,16,5,2,23,"FW,MF",27-185,1996
422,Romain Perraud,fr FRA,Nice,4.1,176,243,72.4,2476,626,103,117,88.0,57,80,71.3,5,20,25.0,1,0.9,0.7,+0.1,3,8,0,0,11,"DF,FW",26-254,1997
423,Lucas Perrin,fr FRA,Strasbourg,30.3,1608,1839,87.4,33227,12865,435,471,92.4,957,1014,94.4,196,319,61.4,1,0.8,1.1,+0.2,6,113,11,2,115,DF,25-196,1998
424,Denis Petrić,rs SRB,Nantes,0.3,6,8,75.0,156,126,2,2,100.0,3,3,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,GK,36-009,1988
425,Ronaël Pierre-Gabriel,fr FRA,Nantes,6.6,227,289,78.5,3413,1320,110,127,86.6,96,119,80.7,8,18,44.4,0,0.8,0.4,-0.8,2,17,3,1,17,DF,25-355,1998
426,Julien Ponceau,fr FRA,Lorient,24.9,1014,1200,84.5,15686,3946,516,575,89.7,377,424,88.9,69,106,65.1,2,2.7,1.9,-0.7,35,84,30,3,154,MF,23-187,2000
427,Sanjin Prcić,ba BIH,Strasbourg,1.0,44,47,93.6,941,265,15,16,93.8,20,21,95.2,7,7,100.0,0,0.2,0.0,-0.2,3,5,0,0,5,MF,30-195,1993
428,Gonçalo Ramos,pt POR,Paris S-G,15.8,304,397,76.6,3651,601,199,245,81.2,67,90,74.4,7,11,63.6,1,2.4,1.6,-1.4,15,18,9,0,29,FW,22-348,2001
429,Elba Rashani,xk KVX,Clermont Foot,13.1,294,392,75.0,3753,849,191,225,84.9,75,106,70.8,6,17,35.3,0,1.2,0.8,-1.2,12,16,5,3,22,"MF,FW",31-024,1993
430,Guillaume Restes,fr FRA,Toulouse,34.0,666,897,74.2,16109,10808,173,174,99.4,333,342,97.4,156,373,41.8,0,0.0,0.0,0.0,0,3,1,0,0,GK,19-083,2005
431,Alexsandro Ribeiro,br BRA,Lille,24.7,1615,1804,89.5,29871,10802,584,618,94.5,868,934,92.9,128,201,63.7,0,0.5,0.7,-0.5,5,83,5,0,82,DF,24-298,1999
432,Amir Richardson,ma MAR,Reims,15.0,534,651,82.0,9313,1944,235,281,83.6,245,284,86.3,46,65,70.8,1,1.1,1.4,-0.1,12,51,7,2,72,MF,22-130,2002
433,Fabian Rieder,ch SUI,Rennes,4.1,169,212,79.7,3101,976,63,76,82.9,84,97,86.6,16,29,55.2,0,0.6,0.3,-0.6,4,25,6,1,41,MF,22-107,2002
434,Rémy Riou,fr FRA,Lyon,3.0,80,104,76.9,1770,1171,24,25,96.0,44,45,97.8,12,34,35.3,0,0.0,0.0,0.0,0,0,0,0,0,GK,36-301,1987
435,Valentin Rongier,fr FRA,Marseille,9.5,504,577,87.3,9308,2852,178,209,85.2,267,285,93.7,43,62,69.4,0,0.8,1.2,-0.8,9,72,10,1,73,MF,29-178,1994
436,Pablo Rosario,nl NED,Nice,22.3,1056,1187,89.0,17440,5722,478,524,91.2,496,534,92.9,52,80,65.0,0,1.4,1.5,-1.4,17,81,14,3,93,"MF,DF",27-147,1997
437,Valentin Rosier,fr FRA,Nice,0.6,28,33,84.8,401,158,15,17,88.2,11,12,91.7,0,2,0.0,0,0.1,0.1,-0.1,2,2,2,0,5,"DF,MF",27-288,1996
438,Fabián Ruiz Peña,es ESP,Paris S-G,13.3,778,872,89.2,13193,2887,347,378,91.8,352,386,91.2,54,70,77.1,3,1.2,1.5,+1.8,18,53,17,2,78,MF,28-060,1996
439,Emmanuel Sabbi,us USA,Le Havre,17.6,258,368,70.1,3538,1097,147,190,77.4,82,112,73.2,10,20,50.0,1,1.4,1.1,-0.4,10,21,9,3,36,"FW,MF",26-161,1997
440,Falaye Sacko,ml MLI,Montpellier,15.4,605,784,77.2,10049,3666,267,311,85.9,275,343,80.2,41,84,48.8,1,0.4,1.3,+0.6,7,39,13,6,63,DF,29-032,1995
441,Modibo Sagnan,ml MLI,Montpellier,11.7,442,517,85.5,8897,3096,124,147,84.4,236,256,92.2,66,89,74.2,0,0.3,0.4,-0.3,3,27,0,0,25,DF,25-049,1999
442,Wesley Saïd,fr FRA,Lens,11.3,193,268,72.0,2835,706,101,132,76.5,55,79,69.6,15,26,57.7,1,0.9,1.2,+0.1,12,20,12,2,26,"FW,MF",29-044,1995
443,Théo Sainte-Luce,fr FRA,Montpellier,3.8,136,172,79.1,2097,901,67,73,91.8,60,75,80.0,5,14,35.7,0,0.1,0.1,-0.1,1,10,0,0,15,DF,25-226,1998
444,Mamadou Sakho,fr FRA,Montpellier,0.1,15,16,93.8,192,105,8,8,100.0,6,6,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,DF,34-110,1990
445,Ibrahim Salah,ma MAR,Rennes,5.8,177,232,76.3,2754,612,97,111,87.4,60,82,73.2,12,23,52.2,1,0.5,1.2,+0.5,5,11,7,2,18,"FW,MF",22-277,2001
446,Amine Salama,fr FRA,Reims,3.5,48,73,65.8,752,173,26,38,68.4,19,26,73.1,2,5,40.0,0,0.2,0.2,-0.2,5,7,1,1,7,FW,23-320,2000
447,Mohammed Salisu,gh GHA,Monaco,11.5,657,778,84.4,11352,4819,269,302,89.1,335,372,90.1,37,75,49.3,1,0.2,0.2,+0.8,3,88,4,0,72,DF,25-046,1999
448,Yoann Salmier,gf GUF,Le Havre,17.4,612,767,79.8,10586,4640,271,302,89.7,274,322,85.1,50,117,42.7,1,0.7,1.0,+0.3,6,43,7,1,48,DF,31-194,1992
449,Mama Samba Baldé,gw GNB,Lyon,6.1,88,135,65.2,1223,294,51,66,77.3,26,43,60.5,4,7,57.1,3,2.3,1.2,+0.7,13,4,4,0,11,"FW,MF",28-209,1995
450,Brice Samba,fr FRA,Lens,33.0,880,1122,78.4,23308,15854,172,172,100.0,404,411,98.3,289,519,55.7,0,0.2,0.2,-0.2,2,18,2,0,4,GK,30-038,1994
451,Ibou Sané,sn SEN,Metz,1.4,37,46,80.4,567,191,18,22,81.8,16,17,94.1,1,4,25.0,0,0.0,0.1,0.0,1,5,2,1,7,"MF,FW",19-066,2005
452,Sadibou Sané,sn SEN,Metz,9.4,254,317,80.1,5409,1557,68,81,84.0,141,162,87.0,43,68,63.2,0,0.0,0.1,0.0,1,10,2,2,19,DF,19-358,2004
453,Arouna Sangante,sn SEN,Le Havre,29.9,1233,1521,81.1,24085,9176,453,525,86.3,586,667,87.9,166,270,61.5,0,1.2,0.9,-1.2,17,93,9,2,107,DF,22-051,2002
454,Morgan Sanson,fr FRA,Nice,21.8,630,836,75.4,10830,2818,289,331,87.3,240,300,80.0,71,147,48.3,3,4.0,3.8,-1.0,43,50,20,5,75,MF,29-289,1994
455,Baptiste Santamaria,fr FRA,Rennes,21.4,1055,1207,87.4,19511,5191,409,452,90.5,468,519,90.2,138,171,80.7,1,0.6,1.6,+0.4,13,104,15,0,134,MF,29-085,1995
456,Andrey Santos,br BRA,Strasbourg,9.2,444,511,86.9,7717,2017,186,209,89.0,216,235,91.9,32,43,74.4,0,1.0,0.8,-1.0,6,49,3,0,48,MF,20-030,2004
457,Tiago santos,pt POR,Lille,26.3,1113,1396,79.7,18957,4850,509,582,87.5,483,582,83.0,94,178,52.8,2,2.3,2.6,-0.3,27,83,25,10,105,DF,21-315,2002
458,Amin Sarr,se SWE,Lyon,1.1,13,20,65.0,147,11,6,10,60.0,4,4,100.0,0,1,0.0,0,0.2,0.1,-0.2,1,1,1,0,1,"FW,MF",23-083,2001
459,Ismaila Sarr,sn SEN,Marseille,16.1,366,483,75.8,4949,1093,229,269,85.1,107,152,70.4,10,21,47.6,4,2.5,2.3,+1.5,20,10,15,5,36,"FW,MF",26-098,1998
460,Mamadou Sarr,fr FRA,Lyon,0.1,4,4,100.0,57,7,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,DF,18-278,2005
461,Martin Satriano,uy URU,Brest,20.7,325,456,71.3,5299,1060,172,233,73.8,105,136,77.2,33,45,73.3,4,2.9,2.6,+1.1,21,22,9,1,37,FW,23-103,2001
462,Téji Savanier,fr FRA,Montpellier,30.7,1306,1888,69.2,27308,10471,477,582,82.0,473,618,76.5,293,562,52.1,6,6.9,8.5,-0.9,91,186,44,8,224,MF,32-163,1991
463,Niklas Schmidt,de GER,Toulouse,14.1,679,840,80.8,13440,4232,263,306,85.9,296,337,87.8,107,159,67.3,1,2.4,2.6,-1.4,28,80,16,7,106,MF,26-093,1998
464,Jérémy Sebas,mq MTQ,Strasbourg,4.4,52,74,70.3,743,138,28,39,71.8,18,28,64.3,2,2,100.0,0,0.0,0.1,0.0,1,3,1,0,6,"FW,MF",21-049,2003
465,Alidu Seidu,gh GHA,Rennes,6.6,309,362,85.4,5076,1287,150,164,91.5,133,152,87.5,17,32,53.1,0,0.1,0.1,-0.1,3,17,4,0,23,DF,23-364,2000
466,Alidu Seidu,gh GHA,Clermont Foot,12.6,623,756,82.4,11437,3446,247,269,91.8,295,350,84.3,62,110,56.4,1,0.7,0.2,+0.3,5,43,0,0,33,DF,23-364,2000
467,Matz Sels,be BEL,Strasbourg,19.0,452,619,73.0,12321,8610,90,90,100.0,213,216,98.6,144,307,46.9,0,0.5,0.1,-0.5,1,11,1,0,0,GK,32-097,1992
468,Marvin Senaya,tg TOG,Strasbourg,23.8,871,1120,77.8,15097,5149,369,431,85.6,416,518,80.3,67,127,52.8,1,2.8,1.9,-1.8,21,63,21,18,74,"DF,MF",23-126,2001
469,Sofiane Sidi Ali,fr FRA,Marseille,0.2,6,7,85.7,121,38,2,2,100.0,2,3,66.7,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,1,MF,28-324,1995
470,Vincent Sierro,ch SUI,Toulouse,25.1,1020,1316,77.5,19618,6153,366,431,84.9,500,583,85.8,129,239,54.0,2,2.3,2.8,-0.3,32,134,24,5,135,MF,28-238,1995
471,Caio Henrique Oliveira Silva,br BRA,Monaco,6.9,376,464,81.0,6295,2068,175,196,89.3,168,197,85.3,28,53,52.8,5,1.3,2.3,+3.7,13,26,15,2,33,DF,26-307,1997
472,Moses Simon,ng NGA,Nantes,19.9,318,508,62.6,5209,1351,164,212,77.4,114,174,65.5,25,56,44.6,5,3.7,5.6,+1.3,29,27,21,14,36,"FW,MF",28-326,1995
473,Wilfried Singo,ci CIV,Monaco,24.3,1282,1490,86.0,24364,8674,460,508,90.6,633,706,89.7,158,229,69.0,1,1.0,1.1,0.0,14,125,15,3,145,DF,23-160,2000
474,Ayanda Sishuba,be BEL,Lens,0.7,12,14,85.7,192,39,6,8,75.0,6,6,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,1,"MF,FW",19-121,2005
475,Ibrahima Sissoko,ml MLI,Strasbourg,18.2,614,752,81.6,11019,3046,242,286,84.6,298,355,83.9,59,87,67.8,1,1.7,1.9,-0.7,12,67,7,1,88,MF,26-219,1997
476,Moussa Sissoko,fr FRA,Nantes,20.2,547,681,80.3,8769,2582,258,312,82.7,233,274,85.0,33,49,67.3,0,1.1,0.8,-1.1,14,41,9,3,74,MF,34-291,1989
477,Milan Škriniar,sk SVK,Paris S-G,18.1,1735,1820,95.3,32486,9850,558,588,94.9,1032,1059,97.5,126,146,86.3,0,0.1,0.3,-0.1,1,89,0,0,61,DF,29-112,1995
478,Naatan Skyttä,fi FIN,Toulouse,1.3,56,61,91.8,923,263,25,26,96.2,25,27,92.6,4,4,100.0,0,0.6,0.2,-0.6,5,5,3,1,12,"MF,FW",22-026,2002
479,Eduard Sobol,ua UKR,Strasbourg,0.3,8,13,61.5,128,55,3,3,100.0,5,7,71.4,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,DF,29-043,1995
480,Emran Soglo,eng ENG,Marseille,1.2,31,39,79.5,442,90,21,24,87.5,9,11,81.8,1,2,50.0,1,0.2,0.0,+0.8,2,2,1,1,3,"MF,DF",18-327,2005
481,Carlos Soler,es ESP,Paris S-G,12.1,670,782,85.7,10803,2917,322,356,90.4,265,299,88.6,50,72,69.4,2,2.4,1.9,-0.4,20,58,17,2,74,"MF,DF",27-152,1997
482,Florian Sotoca,fr FRA,Lens,28.9,1071,1445,74.1,16456,4982,544,665,81.8,380,491,77.4,74,138,53.6,6,6.5,6.3,-0.5,52,102,57,20,156,"MF,FW",33-221,1990
483,Issa Soumaré,sn SEN,Le Havre,2.6,33,62,53.2,428,98,20,32,62.5,10,19,52.6,0,2,0.0,0,0.6,0.1,-0.6,3,1,0,0,4,"FW,MF",23-236,2000
484,Saidou Sow,gn GUI,Strasbourg,8.0,301,353,85.3,5779,1946,98,108,90.7,175,186,94.1,23,50,46.0,1,0.5,0.4,+0.5,2,24,3,0,24,DF,21-334,2002
485,Stijn Spierings,nl NED,Toulouse,16.8,944,1089,86.7,16872,5521,412,455,90.5,397,434,91.5,105,146,71.9,1,0.6,1.0,+0.4,14,144,8,0,157,MF,28-082,1996
486,Stijn Spierings,nl NED,Lens,1.3,50,59,84.7,889,305,22,27,81.5,22,24,91.7,4,5,80.0,0,0.0,0.0,0.0,0,6,0,0,9,MF,28-082,1996
487,Benjamin Stambouli,fr FRA,Reims,3.2,95,130,73.1,1740,636,32,47,68.1,51,58,87.9,8,18,44.4,1,0.1,0.3,+0.9,3,10,3,2,8,MF,33-294,1990
